,date,Value
0,2016-04-12 05:36:30,101
1,2016-04-12 05:36:45,101
2,2016-04-12 06:03:05,70
3,2016-04-12 06:03:20,70
4,2016-04-12 06:03:35,70
5,2016-04-12 06:03:50,70
6,2016-04-12 06:26:30,94
7,2016-04-12 06:26:45,97
8,2016-04-12 06:26:50,98
9,2016-04-12 06:26:55,100
10,2016-04-12 06:27:05,99
11,2016-04-12 06:27:10,95
12,2016-04-12 06:27:15,97
13,2016-04-12 06:27:20,94
14,2016-04-12 06:27:25,97
15,2016-04-12 06:27:30,99
16,2016-04-12 06:27:35,100
17,2016-04-12 06:27:40,103
18,2016-04-12 06:27:45,103
19,2016-04-12 06:28:00,101
20,2016-04-12 06:28:05,100
21,2016-04-12 06:28:10,98
22,2016-04-12 06:28:15,99
23,2016-04-12 06:28:20,101
24,2016-04-12 06:28:25,102
25,2016-04-12 06:28:35,104
26,2016-04-12 06:28:40,104
27,2016-04-12 06:28:50,105
28,2016-04-12 06:29:00,104
29,2016-04-12 06:29:10,103
30,2016-04-12 06:29:15,102
31,2016-04-12 06:29:25,103
32,2016-04-12 06:29:30,104
33,2016-04-12 06:29:40,106
34,2016-04-12 06:29:45,107
35,2016-04-12 06:29:50,109
36,2016-04-12 06:30:00,106
37,2016-04-12 06:30:05,101
38,2016-04-12 06:30:15,103
39,2016-04-12 06:30:20,105
40,2016-04-12 06:30:25,108
41,2016-04-12 06:30:30,112
42,2016-04-12 06:30:35,113
43,2016-04-12 06:30:40,112
44,2016-04-12 06:30:45,111
45,2016-04-12 06:30:50,109
46,2016-04-12 06:30:55,110
47,2016-04-12 06:31:00,113
48,2016-04-12 06:31:05,115
49,2016-04-12 06:31:20,115
50,2016-04-12 06:31:25,115
51,2016-04-12 06:31:40,113
52,2016-04-12 06:31:45,112
53,2016-04-12 06:31:50,113
54,2016-04-12 06:32:00,111
55,2016-04-12 06:32:10,113
56,2016-04-12 06:32:20,110
57,2016-04-12 06:32:25,113
58,2016-04-12 06:32:30,112
59,2016-04-12 06:32:35,117
60,2016-04-12 06:32:50,119
61,2016-04-12 06:32:55,118
62,2016-04-12 06:33:00,119
63,2016-04-12 06:33:10,118
64,2016-04-12 06:33:15,116
65,2016-04-12 06:33:20,112
66,2016-04-12 06:33:25,111
67,2016-04-12 06:33:30,112
68,2016-04-12 06:33:35,116
69,2016-04-12 06:33:40,121
70,2016-04-12 06:33:45,123
71,2016-04-12 06:33:50,121
72,2016-04-12 06:33:55,120
73,2016-04-12 06:34:05,119
74,2016-04-12 06:34:20,119
75,2016-04-12 06:34:25,122
76,2016-04-12 06:34:30,124
77,2016-04-12 06:34:35,125
78,2016-04-12 06:34:40,124
79,2016-04-12 06:34:45,125
80,2016-04-12 06:34:50,121
81,2016-04-12 06:34:55,118
82,2016-04-12 06:35:00,121
83,2016-04-12 06:35:05,117
84,2016-04-12 06:35:10,113
85,2016-04-12 06:35:15,112
86,2016-04-12 06:35:20,114
87,2016-04-12 06:35:25,114
88,2016-04-12 06:35:30,115
89,2016-04-12 06:35:35,116
90,2016-04-12 06:35:50,116
91,2016-04-12 06:36:00,115
92,2016-04-12 06:36:05,114
93,2016-04-12 06:36:15,115
94,2016-04-12 06:36:30,119
95,2016-04-12 06:36:35,118
96,2016-04-12 06:36:40,111
97,2016-04-12 06:36:45,110
98,2016-04-12 06:36:55,108
