,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,61,0,0.0,0
1,2016-04-12 01:00:00,61,0,0.0,0
2,2016-04-12 02:00:00,61,0,0.0,0
3,2016-04-12 03:00:00,61,0,0.0,0
4,2016-04-12 04:00:00,61,0,0.0,0
5,2016-04-12 05:00:00,61,0,0.0,0
6,2016-04-12 06:00:00,61,0,0.0,0
7,2016-04-12 07:00:00,61,0,0.0,0
8,2016-04-12 08:00:00,61,0,0.0,0
9,2016-04-12 09:00:00,61,0,0.0,0
10,2016-04-12 10:00:00,61,0,0.0,0
11,2016-04-12 11:00:00,61,0,0.0,0
12,2016-04-12 12:00:00,61,0,0.0,0
13,2016-04-12 13:00:00,61,0,0.0,0
14,2016-04-12 14:00:00,61,0,0.0,0
15,2016-04-12 15:00:00,61,0,0.0,0
16,2016-04-12 16:00:00,61,0,0.0,0
17,2016-04-12 17:00:00,61,0,0.0,0
18,2016-04-12 18:00:00,61,0,0.0,0
19,2016-04-12 19:00:00,61,0,0.0,0
20,2016-04-12 20:00:00,61,0,0.0,0
21,2016-04-12 21:00:00,61,0,0.0,0
22,2016-04-12 22:00:00,61,0,0.0,0
23,2016-04-12 23:00:00,61,0,0.0,0
24,2016-04-13 00:00:00,61,0,0.0,0
25,2016-04-13 01:00:00,61,0,0.0,0
26,2016-04-13 02:00:00,61,0,0.0,0
27,2016-04-13 03:00:00,61,0,0.0,0
28,2016-04-13 04:00:00,61,0,0.0,0
29,2016-04-13 05:00:00,61,0,0.0,0
30,2016-04-13 06:00:00,61,0,0.0,0
31,2016-04-13 07:00:00,61,0,0.0,0
32,2016-04-13 08:00:00,61,0,0.0,0
33,2016-04-13 09:00:00,61,0,0.0,0
34,2016-04-13 10:00:00,61,0,0.0,0
35,2016-04-13 11:00:00,61,0,0.0,0
36,2016-04-13 12:00:00,61,0,0.0,0
37,2016-04-13 13:00:00,61,0,0.0,0
38,2016-04-13 14:00:00,61,0,0.0,0
