,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,56,0,0.0,0
1,2016-04-12 01:00:00,56,0,0.0,0
2,2016-04-12 02:00:00,56,0,0.0,0
3,2016-04-12 03:00:00,56,0,0.0,0
4,2016-04-12 04:00:00,56,0,0.0,0
5,2016-04-12 05:00:00,56,0,0.0,0
6,2016-04-12 06:00:00,70,7,0.116667,151
7,2016-04-12 07:00:00,78,11,0.183333,208
8,2016-04-12 08:00:00,76,12,0.2,163
9,2016-04-12 09:00:00,112,31,0.516667,514
10,2016-04-12 10:00:00,109,33,0.55,526
11,2016-04-12 11:00:00,97,25,0.416667,397
12,2016-04-12 12:00:00,81,14,0.233333,230
13,2016-04-12 13:00:00,89,20,0.333333,277
14,2016-04-12 14:00:00,109,30,0.5,561
15,2016-04-12 15:00:00,59,1,0.016667,24
16,2016-04-12 16:00:00,122,36,0.6,684
17,2016-04-12 17:00:00,105,23,0.383333,402
18,2016-04-12 18:00:00,108,28,0.466667,398
19,2016-04-12 19:00:00,78,12,0.2,161
20,2016-04-12 20:00:00,76,12,0.2,148
21,2016-04-12 21:00:00,74,10,0.166667,146
22,2016-04-12 22:00:00,77,13,0.216667,145
23,2016-04-12 23:00:00,56,0,0.0,0
24,2016-04-13 00:00:00,56,0,0.0,0
25,2016-04-13 01:00:00,56,0,0.0,0
26,2016-04-13 02:00:00,56,0,0.0,0
27,2016-04-13 03:00:00,56,0,0.0,0
28,2016-04-13 04:00:00,56,0,0.0,0
29,2016-04-13 05:00:00,56,0,0.0,0
30,2016-04-13 06:00:00,56,0,0.0,0
31,2016-04-13 07:00:00,56,0,0.0,0
32,2016-04-13 08:00:00,56,0,0.0,0
33,2016-04-13 09:00:00,56,0,0.0,0
34,2016-04-13 10:00:00,56,0,0.0,0
35,2016-04-13 11:00:00,77,9,0.15,272
36,2016-04-13 12:00:00,127,34,0.566667,701
37,2016-04-13 13:00:00,94,19,0.316667,316
38,2016-04-13 14:00:00,93,19,0.316667,292
39,2016-04-13 15:00:00,74,10,0.166667,113
40,2016-04-13 16:00:00,178,65,1.083333,1957
41,2016-04-13 17:00:00,128,39,0.65,1303
42,2016-04-13 18:00:00,61,3,0.05,24
43,2016-04-13 19:00:00,56,0,0.0,0
44,2016-04-13 20:00:00,56,0,0.0,0
45,2016-04-13 21:00:00,56,0,0.0,0
46,2016-04-13 22:00:00,56,0,0.0,0
47,2016-04-13 23:00:00,56,0,0.0,0
48,2016-04-14 00:00:00,56,0,0.0,0
49,2016-04-14 01:00:00,56,0,0.0,0
50,2016-04-14 02:00:00,56,0,0.0,0
51,2016-04-14 03:00:00,56,0,0.0,0
52,2016-04-14 04:00:00,56,0,0.0,0
53,2016-04-14 05:00:00,56,0,0.0,0
54,2016-04-14 06:00:00,56,0,0.0,0
55,2016-04-14 07:00:00,56,0,0.0,0
56,2016-04-14 08:00:00,56,0,0.0,0
57,2016-04-14 09:00:00,107,24,0.4,622
58,2016-04-14 10:00:00,85,11,0.183333,280
59,2016-04-14 11:00:00,79,12,0.2,238
60,2016-04-14 12:00:00,105,26,0.433333,528
61,2016-04-14 13:00:00,110,28,0.466667,688
62,2016-04-14 14:00:00,131,36,0.6,1032
63,2016-04-14 15:00:00,71,6,0.1,71
64,2016-04-14 16:00:00,127,29,0.483333,984
65,2016-04-14 17:00:00,125,32,0.533333,966
66,2016-04-14 18:00:00,81,11,0.183333,216
67,2016-04-14 19:00:00,99,23,0.383333,431
68,2016-04-14 20:00:00,114,30,0.5,576
69,2016-04-14 21:00:00,69,8,0.133333,112
70,2016-04-14 22:00:00,62,3,0.05,55
71,2016-04-14 23:00:00,56,0,0.0,0
72,2016-04-15 00:00:00,56,0,0.0,0
73,2016-04-15 01:00:00,56,0,0.0,0
74,2016-04-15 02:00:00,56,0,0.0,0
75,2016-04-15 03:00:00,56,0,0.0,0
76,2016-04-15 04:00:00,56,0,0.0,0
77,2016-04-15 05:00:00,56,0,0.0,0
78,2016-04-15 06:00:00,56,0,0.0,0
79,2016-04-15 07:00:00,56,0,0.0,0
80,2016-04-15 08:00:00,69,7,0.116667,110
81,2016-04-15 09:00:00,96,21,0.35,269
82,2016-04-15 10:00:00,99,20,0.333333,411
83,2016-04-15 11:00:00,108,25,0.416667,468
84,2016-04-15 12:00:00,100,22,0.366667,459
85,2016-04-15 13:00:00,203,78,1.3,1578
86,2016-04-15 14:00:00,169,56,0.933333,962
87,2016-04-15 15:00:00,96,17,0.283333,237
88,2016-04-15 16:00:00,103,23,0.383333,414
89,2016-04-15 17:00:00,137,31,0.516667,932
90,2016-04-15 18:00:00,82,11,0.183333,259
91,2016-04-15 19:00:00,139,33,0.55,1238
92,2016-04-15 20:00:00,81,14,0.233333,234
