,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,58,2,0.033333,32
1,2016-04-12 01:00:00,55,0,0.0,0
2,2016-04-12 02:00:00,55,0,0.0,0
3,2016-04-12 03:00:00,55,0,0.0,0
4,2016-04-12 04:00:00,55,0,0.0,0
5,2016-04-12 05:00:00,55,0,0.0,0
6,2016-04-12 06:00:00,59,3,0.05,21
7,2016-04-12 07:00:00,95,24,0.4,412
8,2016-04-12 08:00:00,75,12,0.2,156
9,2016-04-12 09:00:00,186,76,1.266667,2812
10,2016-04-12 10:00:00,201,79,1.316667,2477
11,2016-04-12 11:00:00,92,19,0.316667,431
12,2016-04-12 12:00:00,69,9,0.15,128
13,2016-04-12 13:00:00,59,2,0.033333,26
14,2016-04-12 14:00:00,65,5,0.083333,76
15,2016-04-12 15:00:00,71,8,0.133333,214
16,2016-04-12 16:00:00,91,20,0.333333,382
17,2016-04-12 17:00:00,93,21,0.35,333
18,2016-04-12 18:00:00,122,26,0.433333,936
19,2016-04-12 19:00:00,159,56,0.933333,1717
20,2016-04-12 20:00:00,54,0,0.0,0
21,2016-04-12 21:00:00,54,0,0.0,0
22,2016-04-12 22:00:00,61,3,0.05,4
23,2016-04-12 23:00:00,59,2,0.033333,42
24,2016-04-13 00:00:00,56,1,0.016667,16
25,2016-04-13 01:00:00,58,2,0.033333,34
26,2016-04-13 02:00:00,55,0,0.0,0
27,2016-04-13 03:00:00,57,1,0.016667,9
28,2016-04-13 04:00:00,59,3,0.05,27
29,2016-04-13 05:00:00,55,0,0.0,0
30,2016-04-13 06:00:00,55,0,0.0,0
31,2016-04-13 07:00:00,54,0,0.0,0
32,2016-04-13 08:00:00,62,3,0.05,54
33,2016-04-13 09:00:00,59,3,0.05,51
34,2016-04-13 10:00:00,54,0,0.0,0
35,2016-04-13 11:00:00,54,0,0.0,0
36,2016-04-13 12:00:00,68,8,0.133333,108
37,2016-04-13 13:00:00,65,5,0.083333,81
38,2016-04-13 14:00:00,62,4,0.066667,45
39,2016-04-13 15:00:00,109,24,0.4,616
40,2016-04-13 16:00:00,82,17,0.283333,197
41,2016-04-13 17:00:00,153,55,0.916667,1754
42,2016-04-13 18:00:00,144,47,0.783333,1696
43,2016-04-13 19:00:00,68,7,0.116667,78
44,2016-04-13 20:00:00,98,19,0.316667,658
45,2016-04-13 21:00:00,58,2,0.033333,18
46,2016-04-13 22:00:00,75,11,0.183333,185
