,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,56,0,0.0,0
1,2016-04-12 01:00:00,56,0,0.0,0
2,2016-04-12 02:00:00,56,0,0.0,0
3,2016-04-12 03:00:00,56,0,0.0,0
4,2016-04-12 04:00:00,56,0,0.0,0
5,2016-04-12 05:00:00,56,0,0.0,0
6,2016-04-12 06:00:00,56,0,0.0,0
7,2016-04-12 07:00:00,101,22,0.366667,397
8,2016-04-12 08:00:00,167,48,0.8,1195
9,2016-04-12 09:00:00,85,13,0.216667,193
10,2016-04-12 10:00:00,74,7,0.116667,111
11,2016-04-12 11:00:00,122,29,0.483333,169
12,2016-04-12 12:00:00,83,11,0.183333,179
13,2016-04-12 13:00:00,105,22,0.366667,371
14,2016-04-12 14:00:00,134,32,0.533333,47
15,2016-04-12 15:00:00,163,41,0.683333,337
16,2016-04-12 16:00:00,84,13,0.216667,135
17,2016-04-12 17:00:00,94,17,0.283333,433
18,2016-04-12 18:00:00,154,36,0.6,1546
19,2016-04-12 19:00:00,93,19,0.316667,355
20,2016-04-12 20:00:00,151,46,0.766667,1391
21,2016-04-12 21:00:00,224,73,1.216667,3229
22,2016-04-12 22:00:00,59,1,0.016667,25
23,2016-04-12 23:00:00,57,0,0.0,0
24,2016-04-13 00:00:00,58,0,0.0,0
25,2016-04-13 01:00:00,58,0,0.0,0
26,2016-04-13 02:00:00,57,0,0.0,0
27,2016-04-13 03:00:00,56,0,0.0,0
28,2016-04-13 04:00:00,57,0,0.0,0
29,2016-04-13 05:00:00,57,0,0.0,0
30,2016-04-13 06:00:00,59,1,0.016667,6
31,2016-04-13 07:00:00,185,62,1.033333,2581
32,2016-04-13 08:00:00,125,25,0.416667,1175
33,2016-04-13 09:00:00,64,2,0.033333,12
34,2016-04-13 10:00:00,76,11,0.183333,158
35,2016-04-13 11:00:00,67,5,0.083333,59
36,2016-04-13 12:00:00,97,17,0.283333,366
37,2016-04-13 13:00:00,121,34,0.566667,1200
38,2016-04-13 14:00:00,77,11,0.183333,112
39,2016-04-13 15:00:00,75,9,0.15,154
40,2016-04-13 16:00:00,91,16,0.266667,311
41,2016-04-13 17:00:00,73,8,0.133333,122
42,2016-04-13 18:00:00,140,35,0.583333,1280
43,2016-04-13 19:00:00,63,2,0.033333,14
44,2016-04-13 20:00:00,86,15,0.25,489
45,2016-04-13 21:00:00,174,59,0.983333,2197
46,2016-04-13 22:00:00,65,4,0.066667,116
47,2016-04-13 23:00:00,58,0,0.0,0
48,2016-04-14 00:00:00,59,1,0.016667,8
49,2016-04-14 01:00:00,58,0,0.0,0
50,2016-04-14 02:00:00,57,0,0.0,0
51,2016-04-14 03:00:00,57,0,0.0,0
52,2016-04-14 04:00:00,57,0,0.0,0
53,2016-04-14 05:00:00,57,0,0.0,0
54,2016-04-14 06:00:00,60,2,0.033333,12
55,2016-04-14 07:00:00,197,72,1.2,2706
56,2016-04-14 08:00:00,119,24,0.4,1041
57,2016-04-14 09:00:00,80,10,0.166667,264
58,2016-04-14 10:00:00,84,12,0.2,370
59,2016-04-14 11:00:00,82,12,0.2,283
60,2016-04-14 12:00:00,82,10,0.166667,382
61,2016-04-14 13:00:00,173,56,0.933333,2423
62,2016-04-14 14:00:00,86,16,0.266667,275
63,2016-04-14 15:00:00,77,9,0.15,170
64,2016-04-14 16:00:00,77,12,0.2,117
65,2016-04-14 17:00:00,70,8,0.133333,99
66,2016-04-14 18:00:00,144,39,0.65,1364
67,2016-04-14 19:00:00,72,8,0.133333,137
68,2016-04-14 20:00:00,64,2,0.033333,53
69,2016-04-14 21:00:00,77,7,0.116667,305
70,2016-04-14 22:00:00,66,5,0.083333,120
71,2016-04-14 23:00:00,57,0,0.0,0
72,2016-04-15 00:00:00,57,0,0.0,0
73,2016-04-15 01:00:00,57,0,0.0,0
74,2016-04-15 02:00:00,60,2,0.033333,12
75,2016-04-15 03:00:00,57,0,0.0,0
76,2016-04-15 04:00:00,57,0,0.0,0
77,2016-04-15 05:00:00,57,0,0.0,0
78,2016-04-15 06:00:00,59,1,0.016667,9
79,2016-04-15 07:00:00,194,69,1.15,2813
80,2016-04-15 08:00:00,121,25,0.416667,1077
81,2016-04-15 09:00:00,86,16,0.266667,291
82,2016-04-15 10:00:00,67,4,0.066667,51
83,2016-04-15 11:00:00,76,10,0.166667,146
84,2016-04-15 12:00:00,85,14,0.233333,259
85,2016-04-15 13:00:00,93,15,0.25,359
86,2016-04-15 14:00:00,74,8,0.133333,131
87,2016-04-15 15:00:00,63,2,0.033333,15
88,2016-04-15 16:00:00,87,16,0.266667,323
89,2016-04-15 17:00:00,63,2,0.033333,73
90,2016-04-15 18:00:00,198,51,0.85,2499
91,2016-04-15 19:00:00,174,39,0.65,1137
