,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,68,0,0.0,0
1,2016-04-12 01:00:00,68,0,0.0,0
2,2016-04-12 02:00:00,68,0,0.0,0
3,2016-04-12 03:00:00,68,0,0.0,0
4,2016-04-12 04:00:00,68,0,0.0,0
5,2016-04-12 05:00:00,68,0,0.0,0
6,2016-04-12 06:00:00,69,0,0.0,0
7,2016-04-12 07:00:00,117,14,0.233333,422
8,2016-04-12 08:00:00,69,0,0.0,0
9,2016-04-12 09:00:00,93,11,0.183333,234
10,2016-04-12 10:00:00,72,1,0.016667,26
11,2016-04-12 11:00:00,80,4,0.066667,121
12,2016-04-12 12:00:00,84,6,0.1,156
13,2016-04-12 13:00:00,170,23,0.383333,1494
14,2016-04-12 14:00:00,69,0,0.0,0
15,2016-04-12 15:00:00,83,5,0.083333,201
16,2016-04-12 16:00:00,138,22,0.366667,850
17,2016-04-12 17:00:00,596,158,2.633333,5921
18,2016-04-12 18:00:00,205,51,0.85,995
19,2016-04-12 19:00:00,145,18,0.3,297
20,2016-04-12 20:00:00,131,19,0.316667,407
21,2016-04-12 21:00:00,76,0,0.0,0
22,2016-04-12 22:00:00,96,8,0.133333,181
23,2016-04-12 23:00:00,72,2,0.033333,4
24,2016-04-13 00:00:00,68,0,0.0,0
25,2016-04-13 01:00:00,68,0,0.0,0
26,2016-04-13 02:00:00,68,0,0.0,0
27,2016-04-13 03:00:00,68,0,0.0,0
28,2016-04-13 04:00:00,68,0,0.0,0
29,2016-04-13 05:00:00,68,0,0.0,0
30,2016-04-13 06:00:00,72,2,0.033333,12
31,2016-04-13 07:00:00,138,20,0.333333,475
32,2016-04-13 08:00:00,87,6,0.1,150
33,2016-04-13 09:00:00,69,0,0.0,0
34,2016-04-13 10:00:00,82,5,0.083333,152
35,2016-04-13 11:00:00,76,2,0.033333,91
36,2016-04-13 12:00:00,74,1,0.016667,49
37,2016-04-13 13:00:00,168,25,0.416667,1444
38,2016-04-13 14:00:00,69,0,0.0,0
39,2016-04-13 15:00:00,73,2,0.033333,36
40,2016-04-13 16:00:00,130,19,0.316667,773
41,2016-04-13 17:00:00,372,124,2.066667,723
42,2016-04-13 18:00:00,229,58,0.966667,1182
43,2016-04-13 19:00:00,133,15,0.25,327
44,2016-04-13 20:00:00,111,13,0.216667,255
45,2016-04-13 21:00:00,72,1,0.016667,4
46,2016-04-13 22:00:00,86,7,0.116667,140
47,2016-04-13 23:00:00,68,0,0.0,0
48,2016-04-14 00:00:00,68,0,0.0,0
49,2016-04-14 01:00:00,70,1,0.016667,14
50,2016-04-14 02:00:00,68,0,0.0,0
51,2016-04-14 03:00:00,68,0,0.0,0
52,2016-04-14 04:00:00,68,0,0.0,0
53,2016-04-14 05:00:00,68,0,0.0,0
54,2016-04-14 06:00:00,70,0,0.0,0
55,2016-04-14 07:00:00,129,15,0.25,362
56,2016-04-14 08:00:00,146,21,0.35,607
57,2016-04-14 09:00:00,103,10,0.166667,438
58,2016-04-14 10:00:00,83,6,0.1,156
