,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,75,0,0.0,0
1,2016-04-12 01:00:00,77,1,0.016667,7
2,2016-04-12 02:00:00,110,15,0.25,283
3,2016-04-12 03:00:00,73,0,0.0,0
4,2016-04-12 04:00:00,73,0,0.0,0
5,2016-04-12 05:00:00,73,0,0.0,0
6,2016-04-12 06:00:00,73,0,0.0,0
7,2016-04-12 07:00:00,73,0,0.0,0
8,2016-04-12 08:00:00,73,0,0.0,0
9,2016-04-12 09:00:00,73,0,0.0,0
10,2016-04-12 10:00:00,73,0,0.0,0
11,2016-04-12 11:00:00,89,5,0.083333,197
12,2016-04-12 12:00:00,88,5,0.083333,130
13,2016-04-12 13:00:00,88,5,0.083333,85
14,2016-04-12 14:00:00,377,99,1.65,4060
15,2016-04-12 15:00:00,76,0,0.0,0
16,2016-04-12 16:00:00,89,6,0.1,101
17,2016-04-12 17:00:00,272,77,1.283333,2785
18,2016-04-12 18:00:00,240,55,0.916667,2046
19,2016-04-12 19:00:00,567,159,2.65,6773
20,2016-04-12 20:00:00,84,4,0.066667,73
21,2016-04-12 21:00:00,191,45,0.75,1218
22,2016-04-12 22:00:00,87,4,0.066667,129
23,2016-04-12 23:00:00,92,7,0.116667,173
24,2016-04-13 00:00:00,76,1,0.016667,4
25,2016-04-13 01:00:00,94,7,0.116667,180
26,2016-04-13 02:00:00,73,0,0.0,0
27,2016-04-13 03:00:00,73,0,0.0,0
28,2016-04-13 04:00:00,73,0,0.0,0
29,2016-04-13 05:00:00,73,0,0.0,0
30,2016-04-13 06:00:00,73,0,0.0,0
31,2016-04-13 07:00:00,73,0,0.0,0
32,2016-04-13 08:00:00,73,0,0.0,0
33,2016-04-13 09:00:00,73,0,0.0,0
34,2016-04-13 10:00:00,83,4,0.066667,83
35,2016-04-13 11:00:00,130,21,0.35,502
36,2016-04-13 12:00:00,105,13,0.216667,201
37,2016-04-13 13:00:00,287,66,1.1,2767
38,2016-04-13 14:00:00,188,40,0.666667,1563
39,2016-04-13 15:00:00,73,0,0.0,0
40,2016-04-13 16:00:00,110,15,0.25,311
41,2016-04-13 17:00:00,184,43,0.716667,1083
42,2016-04-13 18:00:00,205,47,0.783333,1528
43,2016-04-13 19:00:00,651,177,2.95,7643
44,2016-04-13 20:00:00,79,2,0.033333,20
45,2016-04-13 21:00:00,102,12,0.2,223
46,2016-04-13 22:00:00,98,10,0.166667,208
47,2016-04-13 23:00:00,91,7,0.116667,117
48,2016-04-14 00:00:00,81,4,0.066667,16
49,2016-04-14 01:00:00,74,0,0.0,0
50,2016-04-14 02:00:00,84,4,0.066667,101
