,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,65,0,0.0,0
1,2016-04-12 01:00:00,65,0,0.0,0
2,2016-04-12 02:00:00,65,0,0.0,0
3,2016-04-12 03:00:00,65,0,0.0,0
4,2016-04-12 04:00:00,65,0,0.0,0
5,2016-04-12 05:00:00,65,0,0.0,0
6,2016-04-12 06:00:00,154,28,0.466667,881
7,2016-04-12 07:00:00,292,109,1.816667,3855
8,2016-04-12 08:00:00,300,108,1.8,3383
9,2016-04-12 09:00:00,159,37,0.616667,706
10,2016-04-12 10:00:00,175,39,0.65,972
11,2016-04-12 11:00:00,175,38,0.633333,491
12,2016-04-12 12:00:00,115,14,0.233333,153
13,2016-04-12 13:00:00,118,18,0.3,375
14,2016-04-12 14:00:00,93,9,0.15,123
15,2016-04-12 15:00:00,131,25,0.416667,397
16,2016-04-12 16:00:00,217,44,0.733333,1363
17,2016-04-12 17:00:00,146,26,0.433333,914
18,2016-04-12 18:00:00,109,18,0.3,268
19,2016-04-12 19:00:00,106,17,0.283333,291
20,2016-04-12 20:00:00,65,0,0.0,0
21,2016-04-12 21:00:00,65,0,0.0,0
22,2016-04-12 22:00:00,65,0,0.0,0
23,2016-04-12 23:00:00,65,0,0.0,0
24,2016-04-13 00:00:00,65,0,0.0,0
25,2016-04-13 01:00:00,65,0,0.0,0
26,2016-04-13 02:00:00,65,0,0.0,0
27,2016-04-13 03:00:00,65,0,0.0,0
28,2016-04-13 04:00:00,65,0,0.0,0
29,2016-04-13 05:00:00,67,1,0.016667,7
30,2016-04-13 06:00:00,171,34,0.566667,1329
31,2016-04-13 07:00:00,123,20,0.333333,448
32,2016-04-13 08:00:00,426,170,2.833333,5806
33,2016-04-13 09:00:00,232,67,1.116667,1169
34,2016-04-13 10:00:00,100,13,0.216667,281
35,2016-04-13 11:00:00,147,29,0.483333,693
36,2016-04-13 12:00:00,108,17,0.283333,332
37,2016-04-13 13:00:00,104,14,0.233333,283
38,2016-04-13 14:00:00,94,12,0.2,163
39,2016-04-13 15:00:00,110,22,0.366667,352
40,2016-04-13 16:00:00,179,41,0.683333,1391
41,2016-04-13 17:00:00,110,14,0.233333,229
42,2016-04-13 18:00:00,96,10,0.166667,233
43,2016-04-13 19:00:00,84,6,0.1,89
44,2016-04-13 20:00:00,73,3,0.05,57
45,2016-04-13 21:00:00,65,0,0.0,0
46,2016-04-13 22:00:00,65,0,0.0,0
47,2016-04-13 23:00:00,65,0,0.0,0
48,2016-04-14 00:00:00,65,0,0.0,0
