,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,78,0,0.0,0
1,2016-04-12 01:00:00,78,0,0.0,0
2,2016-04-12 02:00:00,78,0,0.0,0
3,2016-04-12 03:00:00,78,0,0.0,0
4,2016-04-12 04:00:00,78,0,0.0,0
5,2016-04-12 05:00:00,84,3,0.05,31
6,2016-04-12 06:00:00,456,126,2.1,2073
7,2016-04-12 07:00:00,143,20,0.333333,112
8,2016-04-12 08:00:00,123,9,0.15,339
9,2016-04-12 09:00:00,121,14,0.233333,120
10,2016-04-12 10:00:00,188,23,0.383333,276
11,2016-04-12 11:00:00,263,49,0.816667,1434
12,2016-04-12 12:00:00,106,5,0.083333,58
13,2016-04-12 13:00:00,109,4,0.066667,142
14,2016-04-12 14:00:00,100,1,0.016667,14
15,2016-04-12 15:00:00,118,7,0.116667,200
16,2016-04-12 16:00:00,263,52,0.866667,1653
17,2016-04-12 17:00:00,140,15,0.25,229
18,2016-04-12 18:00:00,113,8,0.133333,222
19,2016-04-12 19:00:00,303,79,1.316667,875
20,2016-04-12 20:00:00,128,8,0.133333,216
21,2016-04-12 21:00:00,98,5,0.083333,105
22,2016-04-12 22:00:00,83,2,0.033333,36
23,2016-04-12 23:00:00,77,0,0.0,0
24,2016-04-13 00:00:00,78,0,0.0,0
25,2016-04-13 01:00:00,78,0,0.0,0
26,2016-04-13 02:00:00,80,1,0.016667,6
27,2016-04-13 03:00:00,79,1,0.016667,8
28,2016-04-13 04:00:00,84,2,0.033333,64
29,2016-04-13 05:00:00,86,4,0.066667,32
30,2016-04-13 06:00:00,241,49,0.816667,1908
31,2016-04-13 07:00:00,106,9,0.15,219
32,2016-04-13 08:00:00,113,11,0.183333,366
33,2016-04-13 09:00:00,92,5,0.083333,71
34,2016-04-13 10:00:00,117,14,0.233333,285
35,2016-04-13 11:00:00,117,9,0.15,467
36,2016-04-13 12:00:00,77,0,0.0,0
37,2016-04-13 13:00:00,77,0,0.0,0
38,2016-04-13 14:00:00,77,0,0.0,0
39,2016-04-13 15:00:00,77,0,0.0,0
40,2016-04-13 16:00:00,77,0,0.0,0
41,2016-04-13 17:00:00,171,30,0.5,420
42,2016-04-13 18:00:00,90,0,0.0,0
43,2016-04-13 19:00:00,115,11,0.183333,339
44,2016-04-13 20:00:00,273,62,1.033333,869
45,2016-04-13 21:00:00,92,3,0.05,23
46,2016-04-13 22:00:00,77,0,0.0,0
47,2016-04-13 23:00:00,78,0,0.0,0
48,2016-04-14 00:00:00,85,3,0.05,72
49,2016-04-14 01:00:00,77,0,0.0,0
50,2016-04-14 02:00:00,78,0,0.0,0
51,2016-04-14 03:00:00,78,0,0.0,0
52,2016-04-14 04:00:00,79,1,0.016667,6
53,2016-04-14 05:00:00,107,11,0.183333,158
54,2016-04-14 06:00:00,414,116,1.933333,1410
55,2016-04-14 07:00:00,166,27,0.45,430
56,2016-04-14 08:00:00,110,3,0.05,98
57,2016-04-14 09:00:00,113,6,0.1,124
58,2016-04-14 10:00:00,93,0,0.0,0
59,2016-04-14 11:00:00,354,70,1.166667,1444
60,2016-04-14 12:00:00,140,15,0.25,267
61,2016-04-14 13:00:00,122,8,0.133333,169
62,2016-04-14 14:00:00,574,134,2.233333,1489
63,2016-04-14 15:00:00,303,65,1.083333,870
64,2016-04-14 16:00:00,293,67,1.116667,582
65,2016-04-14 17:00:00,143,10,0.166667,205
66,2016-04-14 18:00:00,107,4,0.066667,119
67,2016-04-14 19:00:00,240,29,0.483333,688
68,2016-04-14 20:00:00,154,15,0.25,351
69,2016-04-14 21:00:00,107,5,0.083333,100
70,2016-04-14 22:00:00,82,1,0.016667,14
71,2016-04-14 23:00:00,78,0,0.0,0
72,2016-04-15 00:00:00,83,3,0.05,48
73,2016-04-15 01:00:00,78,0,0.0,0
74,2016-04-15 02:00:00,78,1,0.016667,5
75,2016-04-15 03:00:00,78,1,0.016667,6
76,2016-04-15 04:00:00,79,1,0.016667,9
77,2016-04-15 05:00:00,153,16,0.266667,787
78,2016-04-15 06:00:00,425,113,1.883333,1822
79,2016-04-15 07:00:00,173,25,0.416667,239
80,2016-04-15 08:00:00,118,12,0.2,215
81,2016-04-15 09:00:00,126,13,0.216667,199
82,2016-04-15 10:00:00,116,8,0.133333,291
83,2016-04-15 11:00:00,230,48,0.8,1295
84,2016-04-15 12:00:00,170,22,0.366667,255
85,2016-04-15 13:00:00,158,19,0.316667,581
86,2016-04-15 14:00:00,181,39,0.65,634
87,2016-04-15 15:00:00,284,71,1.183333,1940
88,2016-04-15 16:00:00,160,16,0.266667,288
89,2016-04-15 17:00:00,93,5,0.083333,106
90,2016-04-15 18:00:00,229,54,0.9,785
91,2016-04-15 19:00:00,380,92,1.533333,1431
92,2016-04-15 20:00:00,347,88,1.466667,1102
93,2016-04-15 21:00:00,95,1,0.016667,4
94,2016-04-15 22:00:00,93,4,0.066667,45
95,2016-04-15 23:00:00,76,0,0.0,0
96,2016-04-16 00:00:00,87,4,0.066667,68
97,2016-04-16 01:00:00,78,1,0.016667,4
98,2016-04-16 02:00:00,85,3,0.05,62
99,2016-04-16 03:00:00,78,1,0.016667,5
100,2016-04-16 04:00:00,77,0,0.0,0
101,2016-04-16 05:00:00,77,0,0.0,0
102,2016-04-16 06:00:00,284,74,1.233333,2088
103,2016-04-16 07:00:00,371,114,1.9,1525
104,2016-04-16 08:00:00,94,5,0.083333,85
105,2016-04-16 09:00:00,84,1,0.016667,4
106,2016-04-16 10:00:00,335,78,1.3,1526
