,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,55,0,0.0,0
1,2016-04-12 01:00:00,55,0,0.0,0
2,2016-04-12 02:00:00,55,0,0.0,0
3,2016-04-12 03:00:00,55,0,0.0,0
4,2016-04-12 04:00:00,55,0,0.0,0
5,2016-04-12 05:00:00,55,0,0.0,0
6,2016-04-12 06:00:00,55,0,0.0,0
7,2016-04-12 07:00:00,106,28,0.466667,497
8,2016-04-12 08:00:00,88,14,0.233333,461
9,2016-04-12 09:00:00,90,14,0.233333,470
10,2016-04-12 10:00:00,68,4,0.066667,164
11,2016-04-12 11:00:00,97,16,0.266667,654
12,2016-04-12 12:00:00,127,23,0.383333,1140
13,2016-04-12 13:00:00,92,19,0.316667,408
14,2016-04-12 14:00:00,145,30,0.5,1372
15,2016-04-12 15:00:00,191,67,1.116667,2208
16,2016-04-12 16:00:00,122,34,0.566667,771
17,2016-04-12 17:00:00,98,20,0.333333,557
18,2016-04-12 18:00:00,90,17,0.283333,415
19,2016-04-12 19:00:00,93,19,0.316667,459
20,2016-04-12 20:00:00,85,16,0.266667,348
21,2016-04-12 21:00:00,76,11,0.183333,197
22,2016-04-12 22:00:00,86,17,0.283333,296
23,2016-04-12 23:00:00,83,14,0.233333,308
24,2016-04-13 00:00:00,74,9,0.15,178
25,2016-04-13 01:00:00,90,17,0.283333,421
26,2016-04-13 02:00:00,78,12,0.2,218
27,2016-04-13 03:00:00,65,4,0.066667,45
28,2016-04-13 04:00:00,78,11,0.183333,234
29,2016-04-13 05:00:00,66,5,0.083333,83
30,2016-04-13 06:00:00,89,18,0.3,370
31,2016-04-13 07:00:00,128,36,0.6,959
32,2016-04-13 08:00:00,94,18,0.3,541
33,2016-04-13 09:00:00,76,10,0.166667,198
34,2016-04-13 10:00:00,73,8,0.133333,166
35,2016-04-13 11:00:00,90,18,0.3,350
36,2016-04-13 12:00:00,88,15,0.25,414
37,2016-04-13 13:00:00,71,8,0.133333,148
38,2016-04-13 14:00:00,84,14,0.233333,365
39,2016-04-13 15:00:00,85,15,0.25,283
40,2016-04-13 16:00:00,92,19,0.316667,396
41,2016-04-13 17:00:00,98,22,0.366667,456
42,2016-04-13 18:00:00,70,7,0.116667,117
43,2016-04-13 19:00:00,75,10,0.166667,168
44,2016-04-13 20:00:00,86,15,0.25,284
45,2016-04-13 21:00:00,87,16,0.266667,305
46,2016-04-13 22:00:00,94,20,0.333333,422
47,2016-04-13 23:00:00,72,8,0.133333,154
48,2016-04-14 00:00:00,74,10,0.166667,191
49,2016-04-14 01:00:00,55,0,0.0,0
50,2016-04-14 02:00:00,55,0,0.0,0
51,2016-04-14 03:00:00,55,0,0.0,0
52,2016-04-14 04:00:00,55,0,0.0,0
53,2016-04-14 05:00:00,55,0,0.0,0
54,2016-04-14 06:00:00,70,8,0.133333,168
55,2016-04-14 07:00:00,92,19,0.316667,368
56,2016-04-14 08:00:00,74,9,0.15,189
57,2016-04-14 09:00:00,97,21,0.35,525
58,2016-04-14 10:00:00,84,16,0.266667,300
59,2016-04-14 11:00:00,57,1,0.016667,19
60,2016-04-14 12:00:00,55,0,0.0,0
61,2016-04-14 13:00:00,56,0,0.0,0
62,2016-04-14 14:00:00,63,3,0.05,35
63,2016-04-14 15:00:00,84,16,0.266667,243
64,2016-04-14 16:00:00,112,30,0.5,638
65,2016-04-14 17:00:00,99,22,0.366667,465
66,2016-04-14 18:00:00,87,16,0.266667,355
67,2016-04-14 19:00:00,83,13,0.216667,338
68,2016-04-14 20:00:00,68,7,0.116667,139
69,2016-04-14 21:00:00,55,0,0.0,0
70,2016-04-14 22:00:00,55,0,0.0,0
71,2016-04-14 23:00:00,55,0,0.0,0
72,2016-04-15 00:00:00,55,0,0.0,0
73,2016-04-15 01:00:00,55,0,0.0,0
74,2016-04-15 02:00:00,55,0,0.0,0
75,2016-04-15 03:00:00,55,0,0.0,0
76,2016-04-15 04:00:00,55,0,0.0,0
77,2016-04-15 05:00:00,55,0,0.0,0
78,2016-04-15 06:00:00,55,0,0.0,0
79,2016-04-15 07:00:00,96,20,0.333333,569
80,2016-04-15 08:00:00,78,11,0.183333,234
81,2016-04-15 09:00:00,98,25,0.416667,405
82,2016-04-15 10:00:00,78,13,0.216667,177
83,2016-04-15 11:00:00,78,11,0.183333,223
84,2016-04-15 12:00:00,103,25,0.416667,564
85,2016-04-15 13:00:00,68,7,0.116667,126
86,2016-04-15 14:00:00,55,0,0.0,0
87,2016-04-15 15:00:00,77,11,0.183333,275
88,2016-04-15 16:00:00,82,13,0.216667,258
89,2016-04-15 17:00:00,95,17,0.283333,498
90,2016-04-15 18:00:00,88,17,0.283333,312
91,2016-04-15 19:00:00,110,30,0.5,570
92,2016-04-15 20:00:00,106,26,0.433333,571
93,2016-04-15 21:00:00,82,14,0.233333,306
94,2016-04-15 22:00:00,66,5,0.083333,117
95,2016-04-15 23:00:00,55,0,0.0,0
96,2016-04-16 00:00:00,55,0,0.0,0
