,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,62,0,0.0,0
1,2016-04-12 01:00:00,62,0,0.0,0
2,2016-04-12 02:00:00,62,0,0.0,0
3,2016-04-12 03:00:00,62,0,0.0,0
4,2016-04-12 04:00:00,62,0,0.0,0
5,2016-04-12 05:00:00,62,0,0.0,0
6,2016-04-12 06:00:00,62,0,0.0,0
7,2016-04-12 07:00:00,136,28,0.466667,847
8,2016-04-12 08:00:00,99,13,0.216667,334
9,2016-04-12 09:00:00,90,13,0.216667,243
10,2016-04-12 10:00:00,369,143,2.383333,5243
11,2016-04-12 11:00:00,99,20,0.333333,323
12,2016-04-12 12:00:00,86,11,0.183333,184
13,2016-04-12 13:00:00,124,19,0.316667,658
14,2016-04-12 14:00:00,197,54,0.9,2168
15,2016-04-12 15:00:00,91,9,0.15,327
16,2016-04-12 16:00:00,112,19,0.316667,539
17,2016-04-12 17:00:00,114,24,0.4,509
18,2016-04-12 18:00:00,104,19,0.316667,304
19,2016-04-12 19:00:00,83,9,0.15,196
20,2016-04-12 20:00:00,62,0,0.0,0
21,2016-04-12 21:00:00,62,0,0.0,0
22,2016-04-12 22:00:00,62,0,0.0,0
23,2016-04-12 23:00:00,62,0,0.0,0
24,2016-04-13 00:00:00,62,0,0.0,0
25,2016-04-13 01:00:00,62,0,0.0,0
26,2016-04-13 02:00:00,62,0,0.0,0
27,2016-04-13 03:00:00,62,0,0.0,0
28,2016-04-13 04:00:00,62,0,0.0,0
29,2016-04-13 05:00:00,62,0,0.0,0
30,2016-04-13 06:00:00,62,0,0.0,0
31,2016-04-13 07:00:00,139,28,0.466667,619
32,2016-04-13 08:00:00,120,24,0.4,609
33,2016-04-13 09:00:00,397,145,2.416667,4453
34,2016-04-13 10:00:00,78,5,0.083333,198
35,2016-04-13 11:00:00,106,20,0.333333,399
36,2016-04-13 12:00:00,136,25,0.416667,687
37,2016-04-13 13:00:00,86,11,0.183333,247
38,2016-04-13 14:00:00,203,46,0.766667,1803
39,2016-04-13 15:00:00,117,20,0.333333,635
40,2016-04-13 16:00:00,115,20,0.333333,589
41,2016-04-13 17:00:00,128,28,0.466667,643
42,2016-04-13 18:00:00,156,31,0.516667,556
43,2016-04-13 19:00:00,134,27,0.45,581
44,2016-04-13 20:00:00,64,1,0.016667,5
45,2016-04-13 21:00:00,62,0,0.0,0
46,2016-04-13 22:00:00,62,0,0.0,0
47,2016-04-13 23:00:00,62,0,0.0,0
48,2016-04-14 00:00:00,62,0,0.0,0
49,2016-04-14 01:00:00,62,0,0.0,0
50,2016-04-14 02:00:00,62,0,0.0,0
51,2016-04-14 03:00:00,62,0,0.0,0
52,2016-04-14 04:00:00,62,0,0.0,0
53,2016-04-14 05:00:00,62,0,0.0,0
54,2016-04-14 06:00:00,62,0,0.0,0
55,2016-04-14 07:00:00,89,10,0.166667,235
56,2016-04-14 08:00:00,92,11,0.183333,283
57,2016-04-14 09:00:00,101,19,0.316667,328
58,2016-04-14 10:00:00,104,21,0.35,393
59,2016-04-14 11:00:00,88,13,0.216667,175
60,2016-04-14 12:00:00,81,9,0.15,71
61,2016-04-14 13:00:00,100,18,0.3,236
62,2016-04-14 14:00:00,206,47,0.783333,1913
63,2016-04-14 15:00:00,94,13,0.216667,399
64,2016-04-14 16:00:00,122,24,0.4,767
65,2016-04-14 17:00:00,123,24,0.4,893
66,2016-04-14 18:00:00,271,104,1.733333,3833
67,2016-04-14 19:00:00,121,29,0.483333,852
68,2016-04-14 20:00:00,98,17,0.283333,312
69,2016-04-14 21:00:00,62,0,0.0,0
70,2016-04-14 22:00:00,62,0,0.0,0
71,2016-04-14 23:00:00,62,0,0.0,0
72,2016-04-15 00:00:00,62,0,0.0,0
73,2016-04-15 01:00:00,62,0,0.0,0
74,2016-04-15 02:00:00,62,0,0.0,0
75,2016-04-15 03:00:00,62,0,0.0,0
76,2016-04-15 04:00:00,62,0,0.0,0
77,2016-04-15 05:00:00,62,0,0.0,0
78,2016-04-15 06:00:00,62,0,0.0,0
79,2016-04-15 07:00:00,121,21,0.35,531
80,2016-04-15 08:00:00,127,26,0.433333,728
81,2016-04-15 09:00:00,397,117,1.95,3853
82,2016-04-15 10:00:00,129,25,0.416667,643
83,2016-04-15 11:00:00,122,24,0.4,486
84,2016-04-15 12:00:00,79,6,0.1,103
85,2016-04-15 13:00:00,174,44,0.733333,1171
86,2016-04-15 14:00:00,136,26,0.433333,791
87,2016-04-15 15:00:00,109,19,0.316667,481
88,2016-04-15 16:00:00,159,33,0.55,1233
89,2016-04-15 17:00:00,113,19,0.316667,582
90,2016-04-15 18:00:00,88,10,0.166667,227
91,2016-04-15 19:00:00,89,11,0.183333,205
92,2016-04-15 20:00:00,62,0,0.0,0
93,2016-04-15 21:00:00,62,0,0.0,0
94,2016-04-15 22:00:00,62,0,0.0,0
95,2016-04-15 23:00:00,62,0,0.0,0
96,2016-04-16 00:00:00,62,0,0.0,0
97,2016-04-16 01:00:00,62,0,0.0,0
98,2016-04-16 02:00:00,62,0,0.0,0
99,2016-04-16 03:00:00,62,0,0.0,0
100,2016-04-16 04:00:00,62,0,0.0,0
101,2016-04-16 05:00:00,62,0,0.0,0
102,2016-04-16 06:00:00,62,0,0.0,0
103,2016-04-16 07:00:00,75,4,0.066667,126
104,2016-04-16 08:00:00,119,26,0.433333,904
105,2016-04-16 09:00:00,337,133,2.216667,4833
106,2016-04-16 10:00:00,123,25,0.416667,732
107,2016-04-16 11:00:00,115,22,0.366667,678
108,2016-04-16 12:00:00,108,19,0.316667,469
109,2016-04-16 13:00:00,147,27,0.45,1229
110,2016-04-16 14:00:00,119,24,0.4,623
111,2016-04-16 15:00:00,101,16,0.266667,506
112,2016-04-16 16:00:00,62,0,0.0,0
113,2016-04-16 17:00:00,62,0,0.0,0
114,2016-04-16 18:00:00,62,0,0.0,0
115,2016-04-16 19:00:00,62,0,0.0,0
116,2016-04-16 20:00:00,62,0,0.0,0
117,2016-04-16 21:00:00,62,0,0.0,0
118,2016-04-16 22:00:00,62,0,0.0,0
119,2016-04-16 23:00:00,62,0,0.0,0
120,2016-04-17 00:00:00,62,0,0.0,0
121,2016-04-17 01:00:00,62,0,0.0,0
122,2016-04-17 02:00:00,62,0,0.0,0
123,2016-04-17 03:00:00,62,0,0.0,0
124,2016-04-17 04:00:00,62,0,0.0,0
125,2016-04-17 05:00:00,62,0,0.0,0
126,2016-04-17 06:00:00,62,0,0.0,0
127,2016-04-17 07:00:00,62,0,0.0,0
