,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,55,4,0.066667,31
1,2016-04-12 01:00:00,51,1,0.016667,0
2,2016-04-12 02:00:00,50,0,0.0,0
3,2016-04-12 03:00:00,51,1,0.016667,7
4,2016-04-12 04:00:00,50,0,0.0,0
5,2016-04-12 05:00:00,50,0,0.0,0
6,2016-04-12 06:00:00,50,0,0.0,0
7,2016-04-12 07:00:00,50,0,0.0,0
8,2016-04-12 08:00:00,51,1,0.016667,0
9,2016-04-12 09:00:00,74,18,0.3,1085
10,2016-04-12 10:00:00,141,60,1.0,5375
11,2016-04-12 11:00:00,56,4,0.066667,129
12,2016-04-12 12:00:00,57,5,0.083333,81
13,2016-04-12 13:00:00,54,2,0.033333,67
14,2016-04-12 14:00:00,55,3,0.05,43
15,2016-04-12 15:00:00,52,2,0.033333,0
16,2016-04-12 16:00:00,54,2,0.033333,79
17,2016-04-12 17:00:00,63,6,0.1,235
18,2016-04-12 18:00:00,62,7,0.116667,257
19,2016-04-12 19:00:00,77,12,0.2,501
20,2016-04-12 20:00:00,60,6,0.1,99
21,2016-04-12 21:00:00,50,0,0.0,0
22,2016-04-12 22:00:00,50,0,0.0,0
23,2016-04-12 23:00:00,70,12,0.2,174
24,2016-04-13 00:00:00,58,6,0.1,75
25,2016-04-13 01:00:00,51,1,0.016667,0
26,2016-04-13 02:00:00,50,0,0.0,0
27,2016-04-13 03:00:00,50,0,0.0,0
28,2016-04-13 04:00:00,50,0,0.0,0
29,2016-04-13 05:00:00,50,0,0.0,0
30,2016-04-13 06:00:00,50,0,0.0,0
31,2016-04-13 07:00:00,50,0,0.0,0
32,2016-04-13 08:00:00,51,1,0.016667,0
33,2016-04-13 09:00:00,90,29,0.483333,1663
34,2016-04-13 10:00:00,112,45,0.75,3685
35,2016-04-13 11:00:00,68,12,0.2,608
36,2016-04-13 12:00:00,59,6,0.1,80
37,2016-04-13 13:00:00,50,0,0.0,0
38,2016-04-13 14:00:00,55,4,0.066667,36
39,2016-04-13 15:00:00,50,0,0.0,0
40,2016-04-13 16:00:00,59,5,0.083333,126
41,2016-04-13 17:00:00,56,5,0.083333,39
42,2016-04-13 18:00:00,79,17,0.283333,491
43,2016-04-13 19:00:00,52,1,0.016667,7
44,2016-04-13 20:00:00,54,3,0.05,14
45,2016-04-13 21:00:00,66,11,0.183333,183
46,2016-04-13 22:00:00,50,0,0.0,0
47,2016-04-13 23:00:00,52,2,0.033333,0
48,2016-04-14 00:00:00,51,1,0.016667,0
49,2016-04-14 01:00:00,50,0,0.0,0
50,2016-04-14 02:00:00,51,1,0.016667,0
51,2016-04-14 03:00:00,50,0,0.0,0
52,2016-04-14 04:00:00,50,0,0.0,0
53,2016-04-14 05:00:00,50,0,0.0,0
54,2016-04-14 06:00:00,50,0,0.0,0
55,2016-04-14 07:00:00,51,1,0.016667,0
56,2016-04-14 08:00:00,95,31,0.516667,1958
57,2016-04-14 09:00:00,118,45,0.75,4148
58,2016-04-14 10:00:00,60,7,0.116667,141
59,2016-04-14 11:00:00,78,18,0.3,468
60,2016-04-14 12:00:00,52,2,0.033333,0
61,2016-04-14 13:00:00,50,0,0.0,0
62,2016-04-14 14:00:00,55,3,0.05,87
63,2016-04-14 15:00:00,54,3,0.05,34
64,2016-04-14 16:00:00,72,14,0.233333,170
65,2016-04-14 17:00:00,127,34,0.566667,1197
66,2016-04-14 18:00:00,78,19,0.316667,182
67,2016-04-14 19:00:00,86,24,0.4,445
68,2016-04-14 20:00:00,58,6,0.1,0
69,2016-04-14 21:00:00,74,15,0.25,227
70,2016-04-14 22:00:00,50,0,0.0,0
71,2016-04-14 23:00:00,65,12,0.2,50
72,2016-04-15 00:00:00,70,12,0.2,178
73,2016-04-15 01:00:00,53,2,0.033333,6
74,2016-04-15 02:00:00,50,0,0.0,0
75,2016-04-15 03:00:00,50,0,0.0,0
76,2016-04-15 04:00:00,50,0,0.0,0
77,2016-04-15 05:00:00,50,0,0.0,0
78,2016-04-15 06:00:00,51,1,0.016667,0
79,2016-04-15 07:00:00,51,1,0.016667,0
80,2016-04-15 08:00:00,50,0,0.0,0
81,2016-04-15 09:00:00,50,0,0.0,0
82,2016-04-15 10:00:00,50,0,0.0,0
83,2016-04-15 11:00:00,86,25,0.416667,415
84,2016-04-15 12:00:00,50,0,0.0,0
85,2016-04-15 13:00:00,50,0,0.0,0
86,2016-04-15 14:00:00,50,0,0.0,0
87,2016-04-15 15:00:00,50,0,0.0,0
88,2016-04-15 16:00:00,50,0,0.0,0
89,2016-04-15 17:00:00,51,1,0.016667,0
90,2016-04-15 18:00:00,54,3,0.05,6
91,2016-04-15 19:00:00,89,25,0.416667,386
92,2016-04-15 20:00:00,50,0,0.0,0
93,2016-04-15 21:00:00,54,3,0.05,27
94,2016-04-15 22:00:00,74,15,0.25,287
95,2016-04-15 23:00:00,63,8,0.133333,185
96,2016-04-16 00:00:00,78,18,0.3,465
97,2016-04-16 01:00:00,50,0,0.0,0
98,2016-04-16 02:00:00,56,5,0.083333,81
99,2016-04-16 03:00:00,50,0,0.0,0
100,2016-04-16 04:00:00,50,0,0.0,0
101,2016-04-16 05:00:00,50,0,0.0,0
102,2016-04-16 06:00:00,50,0,0.0,0
103,2016-04-16 07:00:00,50,0,0.0,0
104,2016-04-16 08:00:00,50,0,0.0,0
105,2016-04-16 09:00:00,50,0,0.0,0
106,2016-04-16 10:00:00,67,11,0.183333,259
107,2016-04-16 11:00:00,61,6,0.1,231
108,2016-04-16 12:00:00,59,5,0.083333,126
109,2016-04-16 13:00:00,50,0,0.0,0
110,2016-04-16 14:00:00,68,10,0.166667,291
111,2016-04-16 15:00:00,56,5,0.083333,82
112,2016-04-16 16:00:00,50,0,0.0,0
113,2016-04-16 17:00:00,56,4,0.066667,39
114,2016-04-16 18:00:00,53,2,0.033333,0
115,2016-04-16 19:00:00,90,27,0.45,472
116,2016-04-16 20:00:00,55,4,0.066667,28
117,2016-04-16 21:00:00,94,31,0.516667,1211
118,2016-04-16 22:00:00,115,44,0.733333,1962
119,2016-04-16 23:00:00,58,4,0.066667,123
120,2016-04-17 00:00:00,57,5,0.083333,115
121,2016-04-17 01:00:00,51,1,0.016667,0
122,2016-04-17 02:00:00,52,2,0.033333,67
123,2016-04-17 03:00:00,50,0,0.0,0
124,2016-04-17 04:00:00,50,0,0.0,0
125,2016-04-17 05:00:00,51,1,0.016667,0
126,2016-04-17 06:00:00,50,0,0.0,0
127,2016-04-17 07:00:00,50,0,0.0,0
128,2016-04-17 08:00:00,50,0,0.0,0
129,2016-04-17 09:00:00,52,2,0.033333,0
130,2016-04-17 10:00:00,56,4,0.066667,49
131,2016-04-17 11:00:00,52,2,0.033333,0
132,2016-04-17 12:00:00,78,19,0.316667,193
133,2016-04-17 13:00:00,122,44,0.733333,1374
134,2016-04-17 14:00:00,80,18,0.3,657
135,2016-04-17 15:00:00,56,4,0.066667,19
136,2016-04-17 16:00:00,50,0,0.0,0
137,2016-04-17 17:00:00,129,50,0.833333,2047
138,2016-04-17 18:00:00,73,10,0.166667,401
139,2016-04-17 19:00:00,91,18,0.3,782
140,2016-04-17 20:00:00,79,19,0.316667,156
141,2016-04-17 21:00:00,63,7,0.116667,173
142,2016-04-17 22:00:00,58,6,0.1,28
143,2016-04-17 23:00:00,55,4,0.066667,89
144,2016-04-18 00:00:00,54,3,0.05,59
145,2016-04-18 01:00:00,55,4,0.066667,29
146,2016-04-18 02:00:00,51,1,0.016667,0
147,2016-04-18 03:00:00,50,0,0.0,0
148,2016-04-18 04:00:00,50,0,0.0,0
149,2016-04-18 05:00:00,50,0,0.0,0
150,2016-04-18 06:00:00,50,0,0.0,0
151,2016-04-18 07:00:00,63,9,0.15,354
152,2016-04-18 08:00:00,120,49,0.816667,4120
153,2016-04-18 09:00:00,57,5,0.083333,17
154,2016-04-18 10:00:00,78,18,0.3,458
155,2016-04-18 11:00:00,68,13,0.216667,261
