,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,56,0,0.0,0
1,2016-04-12 01:00:00,56,0,0.0,0
2,2016-04-12 02:00:00,59,2,0.033333,0
3,2016-04-12 03:00:00,56,0,0.0,0
4,2016-04-12 04:00:00,56,0,0.0,0
5,2016-04-12 05:00:00,56,0,0.0,0
6,2016-04-12 06:00:00,65,6,0.1,95
7,2016-04-12 07:00:00,62,4,0.066667,46
8,2016-04-12 08:00:00,81,17,0.283333,345
9,2016-04-12 09:00:00,100,28,0.466667,548
10,2016-04-12 10:00:00,103,30,0.5,267
11,2016-04-12 11:00:00,81,16,0.266667,290
12,2016-04-12 12:00:00,74,12,0.2,129
13,2016-04-12 13:00:00,86,18,0.3,383
14,2016-04-12 14:00:00,104,30,0.5,479
15,2016-04-12 15:00:00,82,15,0.25,314
16,2016-04-12 16:00:00,76,11,0.183333,302
17,2016-04-12 17:00:00,84,20,0.333333,238
18,2016-04-12 18:00:00,87,20,0.333333,271
19,2016-04-12 19:00:00,81,16,0.266667,285
20,2016-04-12 20:00:00,77,12,0.2,316
21,2016-04-12 21:00:00,85,18,0.3,310
22,2016-04-12 22:00:00,64,5,0.083333,129
23,2016-04-12 23:00:00,56,0,0.0,0
24,2016-04-13 00:00:00,60,3,0.05,14
25,2016-04-13 01:00:00,57,1,0.016667,0
26,2016-04-13 02:00:00,56,0,0.0,0
27,2016-04-13 03:00:00,56,0,0.0,0
28,2016-04-13 04:00:00,56,0,0.0,0
29,2016-04-13 05:00:00,56,0,0.0,0
30,2016-04-13 06:00:00,56,0,0.0,0
31,2016-04-13 07:00:00,65,6,0.1,55
32,2016-04-13 08:00:00,80,16,0.266667,237
33,2016-04-13 09:00:00,112,35,0.583333,605
34,2016-04-13 10:00:00,237,94,1.566667,2185
35,2016-04-13 11:00:00,96,27,0.45,373
36,2016-04-13 12:00:00,129,44,0.733333,1449
37,2016-04-13 13:00:00,91,21,0.35,675
38,2016-04-13 14:00:00,140,43,0.716667,1481
39,2016-04-13 15:00:00,97,24,0.4,541
40,2016-04-13 16:00:00,103,31,0.516667,478
41,2016-04-13 17:00:00,97,24,0.4,423
42,2016-04-13 18:00:00,96,25,0.416667,428
43,2016-04-13 19:00:00,90,18,0.3,469
44,2016-04-13 20:00:00,89,20,0.333333,272
45,2016-04-13 21:00:00,61,3,0.05,30
46,2016-04-13 22:00:00,56,0,0.0,0
47,2016-04-13 23:00:00,56,0,0.0,0
48,2016-04-14 00:00:00,57,1,0.016667,0
49,2016-04-14 01:00:00,56,0,0.0,0
50,2016-04-14 02:00:00,57,1,0.016667,0
51,2016-04-14 03:00:00,56,0,0.0,0
52,2016-04-14 04:00:00,56,0,0.0,0
53,2016-04-14 05:00:00,68,8,0.133333,41
54,2016-04-14 06:00:00,73,12,0.2,157
55,2016-04-14 07:00:00,88,20,0.333333,386
56,2016-04-14 08:00:00,105,30,0.5,737
57,2016-04-14 09:00:00,94,24,0.4,431
58,2016-04-14 10:00:00,112,32,0.533333,792
59,2016-04-14 11:00:00,189,74,1.233333,1549
60,2016-04-14 12:00:00,73,11,0.183333,130
61,2016-04-14 13:00:00,98,25,0.416667,631
62,2016-04-14 14:00:00,122,40,0.666667,810
63,2016-04-14 15:00:00,114,37,0.616667,402
64,2016-04-14 16:00:00,87,19,0.316667,298
65,2016-04-14 17:00:00,89,22,0.366667,218
66,2016-04-14 18:00:00,103,25,0.416667,576
67,2016-04-14 19:00:00,108,34,0.566667,1372
68,2016-04-14 20:00:00,80,15,0.25,237
69,2016-04-14 21:00:00,62,4,0.066667,51
70,2016-04-14 22:00:00,62,4,0.066667,26
71,2016-04-14 23:00:00,56,0,0.0,0
72,2016-04-15 00:00:00,59,2,0.033333,0
73,2016-04-15 01:00:00,56,0,0.0,0
74,2016-04-15 02:00:00,56,0,0.0,0
75,2016-04-15 03:00:00,56,0,0.0,0
76,2016-04-15 04:00:00,56,0,0.0,0
77,2016-04-15 05:00:00,60,3,0.05,0
78,2016-04-15 06:00:00,56,0,0.0,0
79,2016-04-15 07:00:00,56,0,0.0,0
80,2016-04-15 08:00:00,82,18,0.3,243
81,2016-04-15 09:00:00,99,29,0.483333,499
82,2016-04-15 10:00:00,79,14,0.233333,248
83,2016-04-15 11:00:00,122,39,0.65,1180
84,2016-04-15 12:00:00,111,32,0.533333,695
85,2016-04-15 13:00:00,73,8,0.133333,268
86,2016-04-15 14:00:00,56,0,0.0,0
87,2016-04-15 15:00:00,110,32,0.533333,927
88,2016-04-15 16:00:00,96,24,0.4,578
89,2016-04-15 17:00:00,98,25,0.416667,489
90,2016-04-15 18:00:00,128,37,0.616667,836
91,2016-04-15 19:00:00,116,32,0.533333,869
