,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,80,16,0.266667,753
1,2016-04-12 01:00:00,42,0,0.0,0
2,2016-04-12 02:00:00,42,0,0.0,0
3,2016-04-12 03:00:00,44,2,0.033333,16
4,2016-04-12 04:00:00,42,0,0.0,0
5,2016-04-12 05:00:00,42,0,0.0,0
6,2016-04-12 06:00:00,42,0,0.0,0
7,2016-04-12 07:00:00,43,0,0.0,0
8,2016-04-12 08:00:00,45,2,0.033333,13
9,2016-04-12 09:00:00,45,2,0.033333,10
10,2016-04-12 10:00:00,48,4,0.066667,28
11,2016-04-12 11:00:00,43,0,0.0,0
12,2016-04-12 12:00:00,70,20,0.333333,332
13,2016-04-12 13:00:00,208,118,1.966667,4112
14,2016-04-12 14:00:00,137,72,1.2,2257
15,2016-04-12 15:00:00,49,5,0.083333,55
16,2016-04-12 16:00:00,49,5,0.083333,49
17,2016-04-12 17:00:00,54,8,0.133333,190
18,2016-04-12 18:00:00,61,12,0.2,289
19,2016-04-12 19:00:00,59,12,0.2,201
20,2016-04-12 20:00:00,45,2,0.033333,35
21,2016-04-12 21:00:00,59,10,0.166667,291
22,2016-04-12 22:00:00,52,7,0.116667,115
23,2016-04-12 23:00:00,49,4,0.066667,110
24,2016-04-13 00:00:00,48,4,0.066667,43
25,2016-04-13 01:00:00,42,0,0.0,0
26,2016-04-13 02:00:00,43,1,0.016667,8
27,2016-04-13 03:00:00,42,0,0.0,0
28,2016-04-13 04:00:00,42,0,0.0,0
29,2016-04-13 05:00:00,42,0,0.0,0
30,2016-04-13 06:00:00,43,1,0.016667,9
31,2016-04-13 07:00:00,46,3,0.05,31
32,2016-04-13 08:00:00,45,2,0.033333,34
33,2016-04-13 09:00:00,45,2,0.033333,16
34,2016-04-13 10:00:00,50,6,0.1,65
35,2016-04-13 11:00:00,49,5,0.083333,51
36,2016-04-13 12:00:00,47,4,0.066667,40
37,2016-04-13 13:00:00,53,7,0.116667,180
38,2016-04-13 14:00:00,68,16,0.266667,419
39,2016-04-13 15:00:00,69,26,0.433333,612
40,2016-04-13 16:00:00,74,22,0.366667,498
41,2016-04-13 17:00:00,198,116,1.933333,3916
42,2016-04-13 18:00:00,151,76,1.266667,2511
43,2016-04-13 19:00:00,75,19,0.316667,607
44,2016-04-13 20:00:00,43,1,0.016667,4
45,2016-04-13 21:00:00,63,12,0.2,406
46,2016-04-13 22:00:00,53,7,0.116667,175
47,2016-04-13 23:00:00,61,8,0.133333,410
48,2016-04-14 00:00:00,47,4,0.066667,40
49,2016-04-14 01:00:00,50,6,0.1,76
50,2016-04-14 02:00:00,42,0,0.0,0
51,2016-04-14 03:00:00,42,0,0.0,0
52,2016-04-14 04:00:00,42,0,0.0,0
53,2016-04-14 05:00:00,43,1,0.016667,6
54,2016-04-14 06:00:00,42,0,0.0,0
55,2016-04-14 07:00:00,42,0,0.0,0
56,2016-04-14 08:00:00,51,6,0.1,116
57,2016-04-14 09:00:00,70,21,0.35,338
58,2016-04-14 10:00:00,124,53,0.883333,1508
59,2016-04-14 11:00:00,109,56,0.933333,1344
60,2016-04-14 12:00:00,50,4,0.066667,144
61,2016-04-14 13:00:00,82,20,0.333333,831
62,2016-04-14 14:00:00,46,3,0.05,28
63,2016-04-14 15:00:00,42,0,0.0,0
64,2016-04-14 16:00:00,56,8,0.133333,280
65,2016-04-14 17:00:00,134,53,0.883333,2136
66,2016-04-14 18:00:00,73,19,0.316667,437
67,2016-04-14 19:00:00,53,7,0.116667,100
68,2016-04-14 20:00:00,54,8,0.133333,121
69,2016-04-14 21:00:00,52,6,0.1,136
70,2016-04-14 22:00:00,43,0,0.0,0
71,2016-04-14 23:00:00,43,0,0.0,0
72,2016-04-15 00:00:00,52,7,0.116667,115
73,2016-04-15 01:00:00,53,5,0.083333,202
74,2016-04-15 02:00:00,46,3,0.05,43
75,2016-04-15 03:00:00,42,0,0.0,0
76,2016-04-15 04:00:00,42,0,0.0,0
77,2016-04-15 05:00:00,42,0,0.0,0
78,2016-04-15 06:00:00,42,0,0.0,0
79,2016-04-15 07:00:00,43,1,0.016667,11
80,2016-04-15 08:00:00,44,1,0.016667,14
81,2016-04-15 09:00:00,42,0,0.0,0
82,2016-04-15 10:00:00,43,1,0.016667,4
83,2016-04-15 11:00:00,68,17,0.283333,394
84,2016-04-15 12:00:00,59,12,0.2,237
85,2016-04-15 13:00:00,44,1,0.016667,7
86,2016-04-15 14:00:00,70,20,0.333333,412
87,2016-04-15 15:00:00,70,13,0.216667,616
88,2016-04-15 16:00:00,155,88,1.466667,2600
89,2016-04-15 17:00:00,104,44,0.733333,1401
90,2016-04-15 18:00:00,114,51,0.85,1541
91,2016-04-15 19:00:00,77,21,0.35,593
92,2016-04-15 20:00:00,43,0,0.0,0
