,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,84,0,0.0,0
1,2016-04-12 01:00:00,85,0,0.0,0
2,2016-04-12 02:00:00,85,0,0.0,0
3,2016-04-12 03:00:00,87,1,0.016667,4
4,2016-04-12 04:00:00,84,0,0.0,0
5,2016-04-12 05:00:00,85,0,0.0,0
6,2016-04-12 06:00:00,149,20,0.333333,558
7,2016-04-12 07:00:00,115,7,0.116667,177
8,2016-04-12 08:00:00,157,25,0.416667,446
9,2016-04-12 09:00:00,204,25,0.416667,1264
10,2016-04-12 10:00:00,147,23,0.383333,353
11,2016-04-12 11:00:00,110,7,0.116667,209
12,2016-04-12 12:00:00,162,11,0.183333,937
13,2016-04-12 13:00:00,94,2,0.033333,20
14,2016-04-12 14:00:00,113,8,0.133333,257
15,2016-04-12 15:00:00,90,1,0.016667,6
16,2016-04-12 16:00:00,111,8,0.133333,130
17,2016-04-12 17:00:00,178,24,0.4,890
18,2016-04-12 18:00:00,171,27,0.45,620
19,2016-04-12 19:00:00,93,3,0.05,46
20,2016-04-12 20:00:00,165,29,0.483333,480
21,2016-04-12 21:00:00,177,31,0.516667,659
22,2016-04-12 22:00:00,119,11,0.183333,157
23,2016-04-12 23:00:00,84,0,0.0,0
24,2016-04-13 00:00:00,85,0,0.0,0
25,2016-04-13 01:00:00,85,0,0.0,0
26,2016-04-13 02:00:00,109,8,0.133333,185
27,2016-04-13 03:00:00,85,0,0.0,0
28,2016-04-13 04:00:00,85,0,0.0,0
29,2016-04-13 05:00:00,85,0,0.0,0
30,2016-04-13 06:00:00,132,14,0.233333,409
31,2016-04-13 07:00:00,118,6,0.1,256
32,2016-04-13 08:00:00,114,10,0.166667,223
33,2016-04-13 09:00:00,102,4,0.066667,125
34,2016-04-13 10:00:00,104,7,0.116667,122
35,2016-04-13 11:00:00,104,6,0.1,167
36,2016-04-13 12:00:00,120,11,0.183333,253
37,2016-04-13 13:00:00,97,3,0.05,71
38,2016-04-13 14:00:00,112,9,0.15,182
39,2016-04-13 15:00:00,94,2,0.033333,57
40,2016-04-13 16:00:00,95,3,0.05,38
41,2016-04-13 17:00:00,177,26,0.433333,840
42,2016-04-13 18:00:00,151,19,0.316667,474
43,2016-04-13 19:00:00,184,35,0.583333,725
44,2016-04-13 20:00:00,137,16,0.266667,329
45,2016-04-13 21:00:00,235,45,0.75,1416
46,2016-04-13 22:00:00,196,33,0.55,999
47,2016-04-13 23:00:00,88,1,0.016667,6
48,2016-04-14 00:00:00,85,0,0.0,0
49,2016-04-14 01:00:00,85,0,0.0,0
50,2016-04-14 02:00:00,85,0,0.0,0
51,2016-04-14 03:00:00,86,0,0.0,0
52,2016-04-14 04:00:00,85,0,0.0,0
53,2016-04-14 05:00:00,87,1,0.016667,5
54,2016-04-14 06:00:00,163,24,0.4,618
55,2016-04-14 07:00:00,116,7,0.116667,239
56,2016-04-14 08:00:00,87,0,0.0,0
57,2016-04-14 09:00:00,202,21,0.35,1377
58,2016-04-14 10:00:00,114,9,0.15,204
59,2016-04-14 11:00:00,101,4,0.066667,157
60,2016-04-14 12:00:00,114,9,0.15,210
61,2016-04-14 13:00:00,171,22,0.366667,795
62,2016-04-14 14:00:00,148,19,0.316667,528
63,2016-04-14 15:00:00,120,12,0.2,191
64,2016-04-14 16:00:00,122,12,0.2,226
65,2016-04-14 17:00:00,152,20,0.333333,543
66,2016-04-14 18:00:00,192,31,0.516667,948
67,2016-04-14 19:00:00,159,24,0.4,554
68,2016-04-14 20:00:00,120,14,0.233333,127
69,2016-04-14 21:00:00,154,25,0.416667,417
70,2016-04-14 22:00:00,153,17,0.283333,721
71,2016-04-14 23:00:00,85,0,0.0,0
72,2016-04-15 00:00:00,84,0,0.0,0
73,2016-04-15 01:00:00,84,0,0.0,0
74,2016-04-15 02:00:00,84,0,0.0,0
75,2016-04-15 03:00:00,84,0,0.0,0
76,2016-04-15 04:00:00,84,0,0.0,0
77,2016-04-15 05:00:00,84,0,0.0,0
78,2016-04-15 06:00:00,84,0,0.0,0
79,2016-04-15 07:00:00,152,18,0.3,550
80,2016-04-15 08:00:00,132,15,0.25,351
81,2016-04-15 09:00:00,84,0,0.0,0
82,2016-04-15 10:00:00,98,3,0.05,118
83,2016-04-15 11:00:00,96,3,0.05,58
84,2016-04-15 12:00:00,132,14,0.233333,337
85,2016-04-15 13:00:00,102,4,0.066667,109
86,2016-04-15 14:00:00,113,9,0.15,105
87,2016-04-15 15:00:00,102,4,0.066667,101
88,2016-04-15 16:00:00,177,32,0.533333,1006
89,2016-04-15 17:00:00,151,21,0.35,406
90,2016-04-15 18:00:00,180,31,0.516667,755
91,2016-04-15 19:00:00,149,17,0.283333,553
92,2016-04-15 20:00:00,182,35,0.583333,623
93,2016-04-15 21:00:00,205,45,0.75,794
94,2016-04-15 22:00:00,154,20,0.333333,562
95,2016-04-15 23:00:00,99,4,0.066667,78
96,2016-04-16 00:00:00,85,0,0.0,0
97,2016-04-16 01:00:00,84,0,0.0,0
98,2016-04-16 02:00:00,85,0,0.0,0
99,2016-04-16 03:00:00,85,0,0.0,0
100,2016-04-16 04:00:00,93,3,0.05,33
101,2016-04-16 05:00:00,92,2,0.033333,28
102,2016-04-16 06:00:00,85,0,0.0,0
103,2016-04-16 07:00:00,137,18,0.3,365
104,2016-04-16 08:00:00,132,12,0.2,385
105,2016-04-16 09:00:00,121,13,0.216667,187
106,2016-04-16 10:00:00,227,41,0.683333,1383
107,2016-04-16 11:00:00,234,36,0.6,1657
108,2016-04-16 12:00:00,157,22,0.366667,754
109,2016-04-16 13:00:00,234,39,0.65,1463
110,2016-04-16 14:00:00,172,25,0.416667,744
111,2016-04-16 15:00:00,134,17,0.283333,191
112,2016-04-16 16:00:00,178,35,0.583333,843
113,2016-04-16 17:00:00,155,24,0.4,452
114,2016-04-16 18:00:00,125,12,0.2,194
115,2016-04-16 19:00:00,184,30,0.5,848
116,2016-04-16 20:00:00,162,24,0.4,634
117,2016-04-16 21:00:00,192,39,0.65,973
118,2016-04-16 22:00:00,84,0,0.0,0
119,2016-04-16 23:00:00,84,0,0.0,0
120,2016-04-17 00:00:00,85,0,0.0,0
121,2016-04-17 01:00:00,85,0,0.0,0
122,2016-04-17 02:00:00,84,0,0.0,0
123,2016-04-17 03:00:00,84,0,0.0,0
124,2016-04-17 04:00:00,84,0,0.0,0
125,2016-04-17 05:00:00,85,0,0.0,0
126,2016-04-17 06:00:00,85,0,0.0,0
127,2016-04-17 07:00:00,87,1,0.016667,9
128,2016-04-17 08:00:00,146,18,0.3,551
129,2016-04-17 09:00:00,198,40,0.666667,1105
130,2016-04-17 10:00:00,179,29,0.483333,805
131,2016-04-17 11:00:00,142,17,0.283333,440
132,2016-04-17 12:00:00,249,62,1.033333,1417
133,2016-04-17 13:00:00,191,31,0.516667,1214
134,2016-04-17 14:00:00,399,119,1.983333,3926
135,2016-04-17 15:00:00,261,61,1.016667,1724
136,2016-04-17 16:00:00,90,0,0.0,0
137,2016-04-17 17:00:00,147,21,0.35,363
138,2016-04-17 18:00:00,133,16,0.266667,222
139,2016-04-17 19:00:00,162,29,0.483333,414
140,2016-04-17 20:00:00,128,14,0.233333,271
141,2016-04-17 21:00:00,120,12,0.2,231
142,2016-04-17 22:00:00,84,0,0.0,0
143,2016-04-17 23:00:00,85,0,0.0,0
144,2016-04-18 00:00:00,85,0,0.0,0
145,2016-04-18 01:00:00,86,0,0.0,0
146,2016-04-18 02:00:00,84,0,0.0,0
147,2016-04-18 03:00:00,84,0,0.0,0
148,2016-04-18 04:00:00,84,0,0.0,0
149,2016-04-18 05:00:00,84,0,0.0,0
150,2016-04-18 06:00:00,91,2,0.033333,81
151,2016-04-18 07:00:00,173,20,0.333333,837
152,2016-04-18 08:00:00,95,2,0.033333,99
153,2016-04-18 09:00:00,193,20,0.333333,1272
154,2016-04-18 10:00:00,101,4,0.066667,110
155,2016-04-18 11:00:00,87,0,0.0,0
156,2016-04-18 12:00:00,166,29,0.483333,961
157,2016-04-18 13:00:00,126,14,0.233333,230
158,2016-04-18 14:00:00,127,15,0.25,253
159,2016-04-18 15:00:00,113,10,0.166667,116
160,2016-04-18 16:00:00,125,14,0.233333,221
161,2016-04-18 17:00:00,131,11,0.183333,338
162,2016-04-18 18:00:00,270,72,1.2,2146
163,2016-04-18 19:00:00,214,44,0.733333,1263
164,2016-04-18 20:00:00,179,39,0.65,865
165,2016-04-18 21:00:00,143,21,0.35,313
166,2016-04-18 22:00:00,86,0,0.0,0
167,2016-04-18 23:00:00,85,0,0.0,0
168,2016-04-19 00:00:00,85,0,0.0,0
169,2016-04-19 01:00:00,87,0,0.0,0
170,2016-04-19 02:00:00,85,0,0.0,0
171,2016-04-19 03:00:00,85,0,0.0,0
172,2016-04-19 04:00:00,84,0,0.0,0
173,2016-04-19 05:00:00,88,1,0.016667,7
174,2016-04-19 06:00:00,162,23,0.383333,680
175,2016-04-19 07:00:00,114,6,0.1,217
176,2016-04-19 08:00:00,120,9,0.15,324
177,2016-04-19 09:00:00,187,18,0.3,1168
178,2016-04-19 10:00:00,87,0,0.0,0
179,2016-04-19 11:00:00,99,4,0.066667,102
180,2016-04-19 12:00:00,173,30,0.5,1000
181,2016-04-19 13:00:00,105,6,0.1,49
182,2016-04-19 14:00:00,111,7,0.116667,216
183,2016-04-19 15:00:00,100,5,0.083333,37
184,2016-04-19 16:00:00,132,14,0.233333,395
185,2016-04-19 17:00:00,164,27,0.45,860
186,2016-04-19 18:00:00,157,23,0.383333,483
187,2016-04-19 19:00:00,137,18,0.3,248
188,2016-04-19 20:00:00,127,12,0.2,336
189,2016-04-19 21:00:00,156,22,0.366667,586
190,2016-04-19 22:00:00,84,0,0.0,0
191,2016-04-19 23:00:00,84,0,0.0,0
192,2016-04-20 00:00:00,84,0,0.0,0
193,2016-04-20 01:00:00,87,1,0.016667,7
194,2016-04-20 02:00:00,84,0,0.0,0
195,2016-04-20 03:00:00,85,0,0.0,0
196,2016-04-20 04:00:00,85,0,0.0,0
197,2016-04-20 05:00:00,88,1,0.016667,15
198,2016-04-20 06:00:00,187,41,0.683333,1047
199,2016-04-20 07:00:00,148,19,0.316667,494
200,2016-04-20 08:00:00,88,1,0.016667,2
201,2016-04-20 09:00:00,143,10,0.166667,662
202,2016-04-20 10:00:00,101,3,0.05,26
203,2016-04-20 11:00:00,174,17,0.283333,903
204,2016-04-20 12:00:00,111,8,0.133333,136
205,2016-04-20 13:00:00,105,6,0.1,139
206,2016-04-20 14:00:00,103,6,0.1,97
207,2016-04-20 15:00:00,117,11,0.183333,168
208,2016-04-20 16:00:00,113,9,0.15,123
209,2016-04-20 17:00:00,178,33,0.55,943
210,2016-04-20 18:00:00,165,26,0.433333,552
211,2016-04-20 19:00:00,177,35,0.583333,886
212,2016-04-20 20:00:00,214,44,0.733333,1072
