,date,Calories,TotalIntensity,AverageIntensity,StepTotal
0,2016-04-12 00:00:00,56,0,0.0,0
1,2016-04-12 01:00:00,56,0,0.0,0
2,2016-04-12 02:00:00,56,0,0.0,0
3,2016-04-12 03:00:00,56,0,0.0,0
4,2016-04-12 04:00:00,56,0,0.0,0
5,2016-04-12 05:00:00,56,0,0.0,0
6,2016-04-12 06:00:00,56,0,0.0,0
7,2016-04-12 07:00:00,56,0,0.0,0
8,2016-04-12 08:00:00,66,5,0.083333,114
9,2016-04-12 09:00:00,124,36,0.6,682
10,2016-04-12 10:00:00,108,24,0.4,582
11,2016-04-12 11:00:00,105,25,0.416667,429
12,2016-04-12 12:00:00,127,37,0.616667,814
13,2016-04-12 13:00:00,97,20,0.333333,377
14,2016-04-12 14:00:00,97,21,0.35,301
15,2016-04-12 15:00:00,108,24,0.4,643
16,2016-04-12 16:00:00,105,26,0.433333,456
17,2016-04-12 17:00:00,100,22,0.366667,410
18,2016-04-12 18:00:00,104,20,0.333333,533
19,2016-04-12 19:00:00,93,20,0.333333,228
20,2016-04-12 20:00:00,106,24,0.4,489
21,2016-04-12 21:00:00,82,11,0.183333,166
22,2016-04-12 22:00:00,96,20,0.333333,436
23,2016-04-12 23:00:00,65,4,0.066667,37
24,2016-04-13 00:00:00,56,0,0.0,0
25,2016-04-13 01:00:00,56,0,0.0,0
26,2016-04-13 02:00:00,56,0,0.0,0
27,2016-04-13 03:00:00,56,0,0.0,0
28,2016-04-13 04:00:00,56,0,0.0,0
29,2016-04-13 05:00:00,56,0,0.0,0
30,2016-04-13 06:00:00,56,0,0.0,0
31,2016-04-13 07:00:00,56,0,0.0,0
32,2016-04-13 08:00:00,56,0,0.0,0
33,2016-04-13 09:00:00,57,0,0.0,0
34,2016-04-13 10:00:00,116,28,0.466667,744
35,2016-04-13 11:00:00,91,16,0.266667,281
36,2016-04-13 12:00:00,95,18,0.3,347
37,2016-04-13 13:00:00,65,4,0.066667,43
38,2016-04-13 14:00:00,73,8,0.133333,175
39,2016-04-13 15:00:00,81,13,0.216667,139
40,2016-04-13 16:00:00,98,21,0.35,452
41,2016-04-13 17:00:00,85,15,0.25,234
42,2016-04-13 18:00:00,112,27,0.45,608
43,2016-04-13 19:00:00,97,19,0.316667,401
44,2016-04-13 20:00:00,95,21,0.35,323
45,2016-04-13 21:00:00,109,26,0.433333,561
46,2016-04-13 22:00:00,81,10,0.166667,168
47,2016-04-13 23:00:00,101,22,0.366667,453
48,2016-04-14 00:00:00,82,12,0.2,189
49,2016-04-14 01:00:00,65,4,0.066667,87
50,2016-04-14 02:00:00,56,0,0.0,0
51,2016-04-14 03:00:00,56,0,0.0,0
52,2016-04-14 04:00:00,56,0,0.0,0
53,2016-04-14 05:00:00,56,0,0.0,0
54,2016-04-14 06:00:00,56,0,0.0,0
55,2016-04-14 07:00:00,62,3,0.05,48
56,2016-04-14 08:00:00,115,29,0.483333,638
57,2016-04-14 09:00:00,113,28,0.466667,613
58,2016-04-14 10:00:00,130,37,0.616667,836
59,2016-04-14 11:00:00,114,30,0.5,555
60,2016-04-14 12:00:00,85,12,0.2,288
61,2016-04-14 13:00:00,112,30,0.5,505
62,2016-04-14 14:00:00,80,10,0.166667,284
63,2016-04-14 15:00:00,89,17,0.283333,188
64,2016-04-14 16:00:00,84,15,0.25,222
65,2016-04-14 17:00:00,117,29,0.483333,688
66,2016-04-14 18:00:00,88,12,0.2,315
67,2016-04-14 19:00:00,152,43,0.716667,1290
68,2016-04-14 20:00:00,107,25,0.416667,560
69,2016-04-14 21:00:00,95,19,0.316667,288
70,2016-04-14 22:00:00,80,10,0.166667,167
71,2016-04-14 23:00:00,78,8,0.133333,144
72,2016-04-15 00:00:00,63,3,0.05,100
73,2016-04-15 01:00:00,56,0,0.0,0
74,2016-04-15 02:00:00,56,0,0.0,0
75,2016-04-15 03:00:00,56,0,0.0,0
76,2016-04-15 04:00:00,56,0,0.0,0
77,2016-04-15 05:00:00,56,0,0.0,0
78,2016-04-15 06:00:00,56,0,0.0,0
79,2016-04-15 07:00:00,56,0,0.0,0
80,2016-04-15 08:00:00,56,0,0.0,0
81,2016-04-15 09:00:00,56,0,0.0,0
82,2016-04-15 10:00:00,76,11,0.183333,176
83,2016-04-15 11:00:00,86,16,0.266667,170
84,2016-04-15 12:00:00,93,17,0.283333,354
85,2016-04-15 13:00:00,97,20,0.333333,413
86,2016-04-15 14:00:00,100,20,0.333333,443
87,2016-04-15 15:00:00,99,21,0.35,441
88,2016-04-15 16:00:00,92,20,0.333333,280
89,2016-04-15 17:00:00,71,7,0.116667,213
90,2016-04-15 18:00:00,56,0,0.0,0
91,2016-04-15 19:00:00,56,0,0.0,0
92,2016-04-15 20:00:00,56,0,0.0,0
