,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,18060,14.1199998855591,14.1199998855591,0.0,11.6400003433228,0.389999985694885,2.09999990463257,0.0,116,8,123,1193,3186,3186,1193,123,8,116,0.0,2.09999990463257,0.389999985694885,11.6400003433228,18060,,,
1,2016-04-13 00:00:00,16433,13.3500003814697,13.3500003814697,0.0,10.4300003051758,0.469999998807907,2.45000004768372,0.0,95,12,156,1177,3140,3140,1177,156,12,95,0.0,2.45000004768372,0.469999998807907,10.4300003051758,16433,,,
2,2016-04-14 00:00:00,20159,15.9700002670288,15.9700002670288,0.0,12.3400001525879,0.209999993443489,3.35999989509583,0.0,119,5,193,1123,3411,3411,1123,193,5,119,0.0,3.35999989509583,0.209999993443489,12.3400001525879,20159,,,
3,2016-04-15 00:00:00,20669,16.2399997711182,16.2399997711182,0.0,13.2600002288818,0.389999985694885,2.58999991416931,0.0,132,8,158,1142,3410,3410,1142,158,8,132,0.0,2.58999991416931,0.389999985694885,13.2600002288818,20669,,,
4,2016-04-16 00:00:00,14549,11.1099996566772,11.1099996566772,0.0,9.35999965667725,0.270000010728836,1.49000000953674,0.0,96,6,83,1255,2867,2867,1255,83,6,96,0.0,1.49000000953674,0.270000010728836,9.35999965667725,14549,,,
5,2016-04-17 00:00:00,18827,13.6899995803833,13.6899995803833,0.0,9.23999977111816,0.800000011920929,3.64000010490417,0.0,111,21,195,1113,3213,3213,1113,195,21,111,0.0,3.64000010490417,0.800000011920929,9.23999977111816,18827,,,
6,2016-04-18 00:00:00,17076,12.6599998474121,12.6599998474121,0.0,9.07999992370605,0.230000004172325,3.34999990463257,0.0,102,6,195,1137,3133,3133,1137,195,6,102,0.0,3.34999990463257,0.230000004172325,9.07999992370605,17076,,,
7,2016-04-19 00:00:00,15929,12.4799995422363,12.4799995422363,0.0,9.22000026702881,0.310000002384186,2.95000004768372,0.0,90,7,191,1152,3114,3114,1152,191,7,90,0.0,2.95000004768372,0.310000002384186,9.22000026702881,15929,,,
8,2016-04-20 00:00:00,15108,12.1899995803833,12.1899995803833,0.0,9.57999992370605,0.230000004172325,2.38000011444092,0.0,89,5,158,695,3043,3043,695,158,5,89,0.0,2.38000011444092,0.230000004172325,9.57999992370605,15108,1.0,486.0,493.0
9,2016-04-21 00:00:00,16057,12.5100002288818,12.5100002288818,0.0,9.67000007629395,0.25,2.57999992370605,0.0,100,6,170,1164,3103,3103,1164,170,6,100,0.0,2.57999992370605,0.25,9.67000007629395,16057,,,
10,2016-04-22 00:00:00,10520,8.28999996185303,8.28999996185303,0.0,6.26000022888184,0.150000005960464,1.87999999523163,0.0,60,3,117,1260,2655,2655,1260,117,3,60,0.0,1.87999999523163,0.150000005960464,6.26000022888184,10520,,,
