,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841,1841,1440,0,0,0,0.0,0.0,0.0,0.0,0,,,
1,2016-04-13 00:00:00,4053,2.91000008583069,2.91000008583069,0.0,1.11000001430511,0.579999983310699,1.22000002861023,0.0,17,18,85,1053,2400,2400,1053,85,18,17,0.0,1.22000002861023,0.579999983310699,1.11000001430511,4053,1.0,235.0,260.0
2,2016-04-14 00:00:00,5162,3.70000004768372,3.70000004768372,0.0,0.870000004768372,0.860000014305115,1.97000002861023,0.0,14,24,105,863,2507,2507,863,105,24,14,0.0,1.97000002861023,0.860000014305115,0.870000004768372,5162,1.0,423.0,441.0
3,2016-04-15 00:00:00,1282,0.920000016689301,0.920000016689301,0.0,0.0,0.0,0.920000016689301,0.0,0,0,58,976,2127,2127,976,58,0,0,0.0,0.920000016689301,0.0,0.0,1282,1.0,391.0,406.0
4,2016-04-16 00:00:00,4732,3.39000010490417,3.39000010490417,0.0,2.51999998092651,0.810000002384186,0.0599999986588955,0.0,36,18,9,1377,2225,2225,1377,9,18,36,0.0,0.0599999986588955,0.810000002384186,2.51999998092651,4732,,,
5,2016-04-17 00:00:00,2497,1.78999996185303,1.78999996185303,0.0,0.349999994039536,1.12999999523163,0.310000002384186,0.0,5,24,19,1392,2067,2067,1392,19,24,5,0.0,0.310000002384186,1.12999999523163,0.349999994039536,2497,,,
6,2016-04-18 00:00:00,8294,5.94999980926514,5.94999980926514,0.0,2.0,0.769999980926514,3.17000007629395,0.0,30,31,146,1233,2798,2798,1233,146,31,30,0.0,3.17000007629395,0.769999980926514,2.0,8294,,,
7,2016-04-19 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841,1841,1440,0,0,0,0.0,0.0,0.0,0.0,0,,,
8,2016-04-20 00:00:00,10771,7.71999979019165,7.71999979019165,0.0,3.76999998092651,1.74000000953674,2.22000002861023,0.0,70,113,178,1079,3727,3727,1079,178,113,70,0.0,2.22000002861023,1.74000000953674,3.76999998092651,10771,,,
9,2016-04-21 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841,1841,1440,0,0,0,0.0,0.0,0.0,0.0,0,,,
