,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
0,2016-04-12 00:00:00,5135,3.39000010490417,3.39000010490417,0.0,0.0,0.0,3.39000010490417,0.0,0,0,318,1122,1909,1909,1122,318,0,0,0.0,3.39000010490417,0.0,0.0,5135,,,,,,,,,
1,2016-04-13 00:00:00,4978,3.28999996185303,3.28999996185303,0.0,1.24000000953674,0.439999997615814,1.61000001430511,0.0,19,7,127,1287,1722,1722,1287,127,7,19,0.0,1.61000001430511,0.439999997615814,1.24000000953674,4978,,,,,,,,,
2,2016-04-14 00:00:00,6799,4.48999977111816,4.48999977111816,0.0,0.0,0.0,4.48999977111816,0.0,0,0,279,1161,1922,1922,1161,279,0,0,0.0,4.48999977111816,0.0,0.0,6799,,,,,,,,,
3,2016-04-15 00:00:00,7795,5.15000009536743,5.15000009536743,0.0,0.589999973773956,0.839999973773956,3.73000001907349,0.0,17,30,262,1131,2121,2121,1131,262,30,17,0.0,3.73000001907349,0.839999973773956,0.589999973773956,7795,,,,,,,,,
4,2016-04-16 00:00:00,7289,4.82000017166138,4.82000017166138,0.0,0.550000011920929,0.75,3.5,0.0,8,12,308,1112,1997,1997,1112,308,12,8,0.0,3.5,0.75,0.550000011920929,7289,,,,,,,,,
5,2016-04-17 00:00:00,9634,6.40000009536743,6.40000009536743,0.0,0.550000011920929,1.13999998569489,4.71000003814697,0.0,7,19,304,1110,2117,2117,1110,304,19,7,0.0,4.71000003814697,1.13999998569489,0.550000011920929,9634,,,,,,,,,
6,2016-04-18 00:00:00,8940,5.90999984741211,5.90999984741211,0.0,0.980000019073486,0.930000007152557,4.0,0.0,14,15,331,1080,2116,2116,1080,331,15,14,0.0,4.0,0.930000007152557,0.980000019073486,8940,,,,69.6999969482422,153.662190014971,,27.25,True,1461023999000.0
7,2016-04-19 00:00:00,5401,3.5699999332428,3.5699999332428,0.0,0.0500000007450581,0.360000014305115,3.16000008583069,0.0,1,9,248,1182,1876,1876,1182,248,9,1,0.0,3.16000008583069,0.360000014305115,0.0500000007450581,5401,,,,,,,,,
8,2016-04-20 00:00:00,4803,3.17000007629395,3.17000007629395,0.0,0.0,0.0,3.17000007629395,0.0,0,0,222,1218,1788,1788,1218,222,0,0,0.0,3.17000007629395,0.0,0.0,4803,,,,,,,,,
9,2016-04-21 00:00:00,13743,9.07999992370605,9.07999992370605,0.0,0.419999986886978,0.970000028610229,7.69999980926514,0.0,6,21,432,844,2486,2486,844,432,21,6,0.0,7.69999980926514,0.970000028610229,0.419999986886978,13743,1.0,126.0,137.0,,,,,,
10,2016-04-22 00:00:00,9601,6.34999990463257,6.34999990463257,0.0,1.37000000476837,1.5,3.47000002861023,0.0,20,25,273,1122,2094,2094,1122,273,25,20,0.0,3.47000002861023,1.5,1.37000000476837,9601,,,,,,,,,
11,2016-04-23 00:00:00,6890,4.55000019073486,4.55000019073486,0.0,0.340000003576279,0.200000002980232,4.01000022888184,0.0,5,5,308,1122,2085,2085,1122,308,5,5,0.0,4.01000022888184,0.200000002980232,0.340000003576279,6890,,,,,,,,,
12,2016-04-24 00:00:00,8563,5.65999984741211,5.65999984741211,0.0,0.0,0.0,5.65000009536743,0.0,0,0,395,1045,2173,2173,1045,395,0,0,0.0,5.65000009536743,0.0,0.0,8563,,,,,,,,,
13,2016-04-25 00:00:00,8095,5.34999990463257,5.34999990463257,0.0,0.589999973773956,0.25,4.51000022888184,0.0,18,10,340,993,2225,2225,993,340,10,18,0.0,4.51000022888184,0.25,0.589999973773956,8095,,,,70.3000030517578,154.984977044029,,27.4599990844727,True,1461628799000.0
14,2016-04-26 00:00:00,9148,6.05000019073486,6.05000019073486,0.0,0.430000007152557,2.02999997138977,3.58999991416931,0.0,12,41,283,1062,2223,2223,1062,283,41,12,0.0,3.58999991416931,2.02999997138977,0.430000007152557,9148,1.0,103.0,121.0,,,,,,
15,2016-04-27 00:00:00,9557,6.32000017166138,6.32000017166138,0.0,1.96000003814697,0.889999985694885,3.46000003814697,0.0,27,14,312,1087,2098,2098,1087,312,14,27,0.0,3.46000003814697,0.889999985694885,1.96000003814697,9557,,,,,,,,,
16,2016-04-28 00:00:00,9451,6.25,6.25,0.0,0.0199999995529652,0.270000010728836,5.94999980926514,0.0,1,11,367,985,2185,2185,985,367,11,1,0.0,5.94999980926514,0.270000010728836,0.0199999995529652,9451,,,,,,,,,
17,2016-04-29 00:00:00,7833,5.17999982833862,5.17999982833862,0.0,1.01999998092651,1.85000002384186,2.30999994277954,0.0,15,29,197,1096,1918,1918,1096,197,29,15,0.0,2.30999994277954,1.85000002384186,1.01999998092651,7833,1.0,171.0,179.0,,,,,,
18,2016-04-30 00:00:00,10319,6.82000017166138,6.82000017166138,0.0,0.469999998807907,1.88999998569489,4.46000003814697,0.0,7,29,293,1111,2105,2105,1111,293,29,7,0.0,4.46000003814697,1.88999998569489,0.469999998807907,10319,,,,,,,,,
19,2016-05-01 00:00:00,3428,2.26999998092651,2.26999998092651,0.0,0.0,0.0,2.26999998092651,0.0,0,0,190,1121,1692,1692,1121,190,0,0,0.0,2.26999998092651,0.0,0.0,3428,1.0,115.0,129.0,69.9000015258789,154.103124631302,,27.3199996948242,True,1462147199000.0
20,2016-05-02 00:00:00,7891,5.21999979019165,5.21999979019165,0.0,0.0,0.0,5.21999979019165,0.0,0,0,383,1057,2066,2066,1057,383,0,0,0.0,5.21999979019165,0.0,0.0,7891,,,,69.1999969482422,152.559878704046,,27.0400009155273,True,1462233599000.0
21,2016-05-03 00:00:00,5267,3.48000001907349,3.48000001907349,0.0,0.600000023841858,0.280000001192093,2.59999990463257,0.0,21,10,237,1172,1953,1953,1172,237,10,21,0.0,2.59999990463257,0.280000001192093,0.600000023841858,5267,,,,,,,,,
22,2016-05-04 00:00:00,5232,3.46000003814697,3.46000003814697,0.0,0.0,0.0,3.46000003814697,0.0,0,0,252,1188,1842,1842,1188,252,0,0,0.0,3.46000003814697,0.0,0.0,5232,,,,,,,,,
23,2016-05-05 00:00:00,10611,7.01000022888184,7.01000022888184,0.0,1.00999999046326,0.5,5.51000022888184,0.0,14,8,370,1048,2262,2262,1048,370,8,14,0.0,5.51000022888184,0.5,1.00999999046326,10611,,,,,,,,,
24,2016-05-06 00:00:00,3755,2.48000001907349,2.48000001907349,0.0,0.0,0.0,2.48000001907349,0.0,0,0,202,1238,1722,1722,1238,202,0,0,0.0,2.48000001907349,0.0,0.0,3755,,,,,,,,,
25,2016-05-07 00:00:00,8237,5.44000005722046,5.44000005722046,0.0,1.61000001430511,1.0,2.82999992370605,0.0,23,16,233,1116,1973,1973,1116,233,16,23,0.0,2.82999992370605,1.0,1.61000001430511,8237,,,,,,,,,
26,2016-05-08 00:00:00,6543,4.32999992370605,4.32999992370605,0.0,1.79999995231628,0.5,2.01999998092651,0.0,66,35,238,1019,2666,2666,1019,238,35,66,0.0,2.01999998092651,0.5,1.79999995231628,6543,1.0,123.0,134.0,,,,,,
27,2016-05-09 00:00:00,11451,7.57000017166138,7.57000017166138,0.0,0.430000007152557,1.62000000476837,5.51999998092651,0.0,6,30,339,1065,2223,2223,1065,339,30,6,0.0,5.51999998092651,1.62000000476837,0.430000007152557,11451,,,,69.0999984741211,152.339419805848,,27.0,True,1462838399000.0
28,2016-05-10 00:00:00,6435,4.25,4.25,0.0,0.740000009536743,1.12000000476837,2.39000010490417,0.0,11,18,220,1191,1889,1889,1191,220,18,11,0.0,2.39000010490417,1.12000000476837,0.740000009536743,6435,,,,,,,,,
29,2016-05-11 00:00:00,9108,6.01999998092651,6.01999998092651,0.0,0.259999990463257,1.82000005245209,3.94000005722046,0.0,4,31,324,1081,2131,2131,1081,324,31,4,0.0,3.94000005722046,1.82000005245209,0.259999990463257,9108,,,,,,,,,
30,2016-05-12 00:00:00,6307,4.17000007629395,4.17000007629395,0.0,0.0,0.0,4.17000007629395,0.0,0,0,247,736,1452,1452,736,247,0,0,0.0,4.17000007629395,0.0,0.0,6307,,,,,,,,,
