,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,3276,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,196,787,2113,2113,787,196,0,0,0.0,2.20000004768372,0.0,0.0,3276,2.0,429.0,457.0
1,2016-04-13 00:00:00,2961,1.99000000953674,1.99000000953674,0.0,0.0,0.0,1.99000000953674,0.0,0,0,194,840,2095,2095,840,194,0,0,0.0,1.99000000953674,0.0,0.0,2961,2.0,370.0,406.0
2,2016-04-14 00:00:00,3974,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.67000007629395,0.0,0,0,231,717,2194,2194,717,231,0,0,0.0,2.67000007629395,0.0,0.0,3974,1.0,441.0,492.0
3,2016-04-15 00:00:00,7198,4.82999992370605,4.82999992370605,0.0,0.0,0.0,4.82999992370605,0.0,0,0,350,711,2496,2496,711,350,0,0,0.0,4.82999992370605,0.0,0.0,7198,2.0,337.0,379.0
4,2016-04-16 00:00:00,3945,2.65000009536743,2.65000009536743,0.0,0.0,0.0,2.65000009536743,0.0,0,0,225,716,2180,2180,716,225,0,0,0.0,2.65000009536743,0.0,0.0,3945,1.0,462.0,499.0
5,2016-04-17 00:00:00,2268,1.51999998092651,1.51999998092651,0.0,0.0,0.0,1.51999998092651,0.0,0,0,114,1219,1933,1933,1219,114,0,0,0.0,1.51999998092651,0.0,0.0,2268,1.0,98.0,107.0
6,2016-04-18 00:00:00,6155,4.23999977111816,4.23999977111816,0.0,2.0,0.28999999165535,1.95000004768372,0.0,25,6,162,1247,2248,2248,1247,162,6,25,0.0,1.95000004768372,0.28999999165535,2.0,6155,,,
7,2016-04-19 00:00:00,2064,1.38999998569489,1.38999998569489,0.0,0.0,0.0,1.38999998569489,0.0,0,0,121,895,1954,1954,895,121,0,0,0.0,1.38999998569489,0.0,0.0,2064,2.0,388.0,424.0
8,2016-04-20 00:00:00,2072,1.38999998569489,1.38999998569489,0.0,0.0,0.0,1.38999998569489,0.0,0,0,137,841,1974,1974,841,137,0,0,0.0,1.38999998569489,0.0,0.0,2072,1.0,439.0,462.0
9,2016-04-21 00:00:00,3809,2.55999994277954,2.55999994277954,0.0,0.0,0.0,2.53999996185303,0.0,0,0,215,756,2150,2150,756,215,0,0,0.0,2.53999996185303,0.0,0.0,3809,1.0,436.0,469.0
