,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,10122,7.78000020980835,7.78000020980835,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2955,2955,1440,0,0,0,0.0,0.0,0.0,0.0,10122,,,
1,2016-04-13 00:00:00,10993,8.44999980926514,8.44999980926514,0.0,0.0599999986588955,0.629999995231628,3.88000011444092,0.0,1,14,150,1275,3092,3092,1275,150,14,1,0.0,3.88000011444092,0.629999995231628,0.0599999986588955,10993,,,
2,2016-04-14 00:00:00,8863,6.82000017166138,6.82000017166138,0.0,0.129999995231628,1.07000005245209,5.61999988555908,0.0,10,35,219,945,2998,2998,945,219,35,10,0.0,5.61999988555908,1.07000005245209,0.129999995231628,8863,,,
3,2016-04-15 00:00:00,8758,6.73000001907349,6.73000001907349,0.0,0.0,0.0,6.73000001907349,0.0,0,0,299,837,3066,3066,837,299,0,0,0.0,6.73000001907349,0.0,0.0,8758,1.0,499.0,526.0
4,2016-04-16 00:00:00,6580,5.05999994277954,5.05999994277954,0.0,0.209999993443489,0.400000005960464,4.44999980926514,0.0,6,9,253,609,3073,3073,609,253,9,6,0.0,4.44999980926514,0.400000005960464,0.209999993443489,6580,2.0,426.0,448.0
5,2016-04-17 00:00:00,4660,3.57999992370605,3.57999992370605,0.0,0.0,0.0,3.57999992370605,0.0,0,0,201,721,2572,2572,721,201,0,0,0.0,3.57999992370605,0.0,0.0,4660,2.0,619.0,641.0
6,2016-04-18 00:00:00,11009,9.10000038146973,9.10000038146973,0.0,3.55999994277954,0.400000005960464,5.1399998664856,0.0,27,8,239,1017,3274,3274,1017,239,8,27,0.0,5.1399998664856,0.400000005960464,3.55999994277954,11009,1.0,99.0,104.0
7,2016-04-19 00:00:00,10181,7.82999992370605,7.82999992370605,0.0,1.37000000476837,0.689999997615814,5.76999998092651,0.0,20,16,249,704,3015,3015,704,249,16,20,0.0,5.76999998092651,0.689999997615814,1.37000000476837,10181,1.0,329.0,338.0
8,2016-04-20 00:00:00,10553,8.11999988555908,8.11999988555908,0.0,1.10000002384186,1.72000002861023,5.28999996185303,0.0,19,42,228,696,3083,3083,696,228,42,19,0.0,5.28999996185303,1.72000002861023,1.10000002384186,10553,1.0,421.0,451.0
9,2016-04-21 00:00:00,10055,7.73000001907349,7.73000001907349,0.0,0.370000004768372,0.389999985694885,6.98000001907349,0.0,7,12,272,853,3069,3069,853,272,12,7,0.0,6.98000001907349,0.389999985694885,0.370000004768372,10055,1.0,442.0,458.0
10,2016-04-22 00:00:00,12139,9.34000015258789,9.34000015258789,0.0,3.29999995231628,1.11000001430511,4.92000007629395,0.0,77,25,220,945,3544,3544,945,220,25,77,0.0,4.92000007629395,1.11000001430511,3.29999995231628,12139,1.0,82.0,85.0
11,2016-04-23 00:00:00,13236,10.1800003051758,10.1800003051758,0.0,4.5,0.319999992847443,5.34999990463257,0.0,58,5,215,749,3306,3306,749,215,5,58,0.0,5.34999990463257,0.319999992847443,4.5,13236,1.0,478.0,501.0
12,2016-04-24 00:00:00,10243,7.88000011444092,7.88000011444092,0.0,1.08000004291534,0.509999990463257,6.30000019073486,0.0,14,8,239,584,2885,2885,584,239,8,14,0.0,6.30000019073486,0.509999990463257,1.08000004291534,10243,3.0,552.0,595.0
13,2016-04-25 00:00:00,12961,9.97000026702881,9.97000026702881,0.0,0.730000019073486,1.39999997615814,7.84000015258789,0.0,11,31,301,1054,3288,3288,1054,301,31,11,0.0,7.84000015258789,1.39999997615814,0.730000019073486,12961,,,
