,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
0,2016-04-12 00:00:00,10199,6.73999977111816,6.73999977111816,0.0,3.40000009536743,0.829999983310699,2.50999999046326,0.0,50,14,189,796,1994,1994,796,189,14,50,0.0,2.50999999046326,0.829999983310699,3.40000009536743,10199,1,366,387,62.5,137.788913865625,,24.3899993896484,True,1460505599000.0
1,2016-04-13 00:00:00,5652,3.74000000953674,3.74000000953674,0.0,0.569999992847443,1.21000003814697,1.96000003814697,0.0,8,24,142,548,1718,1718,548,142,24,8,0.0,1.96000003814697,1.21000003814697,0.569999992847443,5652,3,630,679,62.0999984741211,136.907061452898,,24.2399997711182,True,1460591999000.0
2,2016-04-14 00:00:00,1551,1.02999997138977,1.02999997138977,0.0,0.0,0.0,1.02999997138977,0.0,0,0,86,862,1466,1466,862,86,0,0,0.0,1.02999997138977,0.0,0.0,1551,2,508,535,61.7000007629395,136.025217450139,,24.1000003814697,True,1460678399000.0
3,2016-04-15 00:00:00,5563,3.6800000667572,3.6800000667572,0.0,0.0,0.0,3.6800000667572,0.0,0,0,217,837,1756,1756,837,217,0,0,0.0,3.6800000667572,0.0,0.0,5563,1,370,386,61.5,135.584291243775,,24.0,True,1460764799000.0
4,2016-04-16 00:00:00,13217,8.73999977111816,8.73999977111816,0.0,3.66000008583069,0.189999997615814,4.88000011444092,0.0,50,3,280,741,2173,2173,741,280,3,50,0.0,4.88000011444092,0.189999997615814,3.66000008583069,13217,1,357,366,62.0,136.6866025547,,24.2099990844727,True,1460851199000.0
5,2016-04-17 00:00:00,10145,6.71000003814697,6.71000003814697,0.0,0.330000013113022,0.680000007152557,5.69000005722046,0.0,5,13,295,634,2027,2027,634,295,13,5,0.0,5.69000005722046,0.680000007152557,0.330000013113022,10145,1,427,446,61.4000015258789,135.363832345577,,23.9599990844727,True,1460937599000.0
6,2016-04-18 00:00:00,11404,7.53999996185303,7.53999996185303,0.0,0.829999983310699,2.39000010490417,4.32000017166138,0.0,13,42,238,689,2039,2039,689,238,42,13,0.0,4.32000017166138,2.39000010490417,0.829999983310699,11404,1,442,458,61.2000007629395,134.922906139214,,23.8899993896484,True,1461023999000.0
7,2016-04-19 00:00:00,10742,7.09999990463257,7.09999990463257,0.0,2.09999990463257,2.13000011444092,2.86999988555908,0.0,35,41,195,659,2046,2046,659,195,41,35,0.0,2.86999988555908,2.13000011444092,2.09999990463257,10742,1,476,535,61.4000015258789,135.363832345577,,23.9599990844727,True,1461110399000.0
8,2016-04-20 00:00:00,13928,9.55000019073486,9.55000019073486,0.0,4.28000020980835,0.189999997615814,5.09000015258789,0.0,48,4,297,639,2174,2174,639,297,4,48,0.0,5.09000015258789,0.189999997615814,4.28000020980835,13928,1,418,424,61.7000007629395,136.025217450139,,24.1000003814697,True,1461196799000.0
9,2016-04-21 00:00:00,11835,9.71000003814697,7.88000011444092,4.08169221878052,3.99000000953674,2.09999990463257,3.50999999046326,0.109999999403954,53,27,214,708,2179,2179,708,214,27,53,0.109999999403954,3.50999999046326,2.09999990463257,3.99000000953674,11835,1,451,457,61.4000015258789,135.363832345577,,23.9599990844727,True,1461283199000.0
10,2016-04-22 00:00:00,10725,7.09000015258789,7.09000015258789,0.0,1.76999998092651,1.54999995231628,3.76999998092651,0.0,30,33,240,659,2086,2086,659,240,33,30,0.0,3.76999998092651,1.54999995231628,1.76999998092651,10725,1,425,435,61.4000015258789,135.363832345577,,23.9599990844727,True,1461369599000.0
11,2016-04-23 00:00:00,20031,13.2399997711182,13.2399997711182,0.0,4.19999980926514,2.0,7.03999996185303,0.0,58,41,347,484,2571,2571,484,347,41,58,0.0,7.03999996185303,2.0,4.19999980926514,20031,1,528,546,61.5,135.584291243775,,24.0,True,1461455999000.0
12,2016-04-24 00:00:00,5029,3.3199999332428,3.3199999332428,0.0,0.0,0.0,3.3199999332428,0.0,0,0,199,720,1705,1705,720,199,0,0,0.0,3.3199999332428,0.0,0.0,5029,1,511,514,61.5,135.584291243775,,24.0,True,1461542399000.0
13,2016-04-25 00:00:00,13239,9.27000045776367,9.07999992370605,2.78517508506775,3.01999998092651,1.67999994754791,4.46000003814697,0.100000001490116,35,31,282,637,2194,2194,637,282,31,35,0.100000001490116,4.46000003814697,1.67999994754791,3.01999998092651,13239,1,400,415,61.7000007629395,136.025217450139,,24.1000003814697,True,1461628799000.0
14,2016-04-26 00:00:00,10433,6.90000009536743,6.90000009536743,0.0,2.57999992370605,0.419999986886978,3.90000009536743,0.0,36,7,254,680,2012,2012,680,254,7,36,0.0,3.90000009536743,0.419999986886978,2.57999992370605,10433,1,441,446,,,,,,
15,2016-04-27 00:00:00,10320,6.82000017166138,6.82000017166138,0.0,0.550000011920929,2.01999998092651,4.25,0.0,7,38,279,697,2034,2034,697,279,38,7,0.0,4.25,2.01999998092651,0.550000011920929,10320,1,455,467,61.2000007629395,134.922906139214,,23.8899993896484,True,1461801599000.0
16,2016-04-28 00:00:00,12627,8.35000038146973,8.35000038146973,0.0,2.50999999046326,0.239999994635582,5.59000015258789,0.0,38,8,288,621,2182,2182,621,288,8,38,0.0,5.59000015258789,0.239999994635582,2.50999999046326,12627,1,440,453,61.2000007629395,134.922906139214,,23.8899993896484,True,1461887999000.0
17,2016-04-29 00:00:00,10762,7.1100001335144,7.1100001335144,0.0,0.819999992847443,0.479999989271164,5.80999994277954,0.0,12,15,369,645,2254,2254,645,369,15,12,0.0,5.80999994277954,0.479999989271164,0.819999992847443,10762,1,433,447,61.4000015258789,135.363832345577,,23.9599990844727,True,1461974399000.0
18,2016-04-30 00:00:00,10081,6.65999984741211,6.65999984741211,0.0,2.24000000953674,0.759999990463257,3.67000007629395,0.0,32,16,237,731,2002,2002,731,237,16,32,0.0,3.67000007629395,0.759999990463257,2.24000000953674,10081,1,422,424,61.0,134.48197993285,,23.8199996948242,True,1462060799000.0
19,2016-05-01 00:00:00,5454,3.60999989509583,3.60999989509583,0.0,0.0,0.0,3.60999989509583,0.0,0,0,215,722,1740,1740,722,215,0,0,0.0,3.60999989509583,0.0,0.0,5454,1,411,426,61.7000007629395,136.025217450139,,24.1000003814697,True,1462147199000.0
