,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
0,2016-04-12 00:00:00,8135,6.07999992370605,6.07999992370605,0.0,3.59999990463257,0.379999995231628,2.09999990463257,0.0,86,16,140,728,3405,3405,728,140,16,86,0.0,2.09999990463257,0.379999995231628,3.59999990463257,8135,1.0,419.0,438.0,,,,,,
1,2016-04-13 00:00:00,5077,3.78999996185303,3.78999996185303,0.0,0.319999992847443,0.219999998807907,3.25,0.0,15,11,144,776,2551,2551,776,144,11,15,0.0,3.25,0.219999998807907,0.319999992847443,5077,1.0,432.0,458.0,,,,,,
2,2016-04-14 00:00:00,8596,6.42000007629395,6.42000007629395,0.0,3.32999992370605,0.310000002384186,2.77999997138977,0.0,118,30,176,662,4022,4022,662,176,30,118,0.0,2.77999997138977,0.310000002384186,3.32999992370605,8596,1.0,477.0,497.0,,,,,,
3,2016-04-15 00:00:00,12087,9.07999992370605,9.07999992370605,0.0,3.92000007629395,1.60000002384186,3.55999994277954,0.0,115,54,199,695,4005,4005,695,199,54,115,0.0,3.55999994277954,1.60000002384186,3.92000007629395,12087,1.0,392.0,413.0,,,,,,
4,2016-04-16 00:00:00,14269,10.6599998474121,10.6599998474121,0.0,6.6399998664856,1.27999997138977,2.73000001907349,0.0,184,56,158,472,4274,4274,472,158,56,184,0.0,2.73000001907349,1.27999997138977,6.6399998664856,14269,1.0,406.0,445.0,,,,,,
5,2016-04-17 00:00:00,12231,9.14000034332275,9.14000034332275,0.0,5.98000001907349,0.829999983310699,2.3199999332428,0.0,200,37,159,525,4552,4552,525,159,37,200,0.0,2.3199999332428,0.829999983310699,5.98000001907349,12231,1.0,549.0,583.0,90.6999969482422,199.959265073821,,28.0,False,1460884675000.0
6,2016-04-18 00:00:00,9893,7.3899998664856,7.3899998664856,0.0,4.8600001335144,0.720000028610229,1.82000005245209,0.0,114,32,130,623,3625,3625,623,130,32,114,0.0,1.82000005245209,0.720000028610229,4.8600001335144,9893,1.0,527.0,553.0,,,,,,
7,2016-04-19 00:00:00,12574,9.42000007629395,9.42000007629395,0.0,7.01999998092651,0.639999985694885,1.75999999046326,0.0,108,23,111,733,3501,3501,733,111,23,108,0.0,1.75999999046326,0.639999985694885,7.01999998092651,12574,1.0,449.0,465.0,,,,,,
8,2016-04-20 00:00:00,8330,6.21999979019165,6.21999979019165,0.0,4.11999988555908,0.340000003576279,1.75999999046326,0.0,87,16,113,773,3192,3192,773,113,16,87,0.0,1.75999999046326,0.340000003576279,4.11999988555908,8330,1.0,447.0,480.0,,,,,,
9,2016-04-21 00:00:00,10830,8.09000015258789,8.09000015258789,0.0,3.65000009536743,1.6599999666214,2.77999997138977,0.0,110,74,175,670,4018,4018,670,175,74,110,0.0,2.77999997138977,1.6599999666214,3.65000009536743,10830,1.0,414.0,437.0,,,,,,
10,2016-04-22 00:00:00,9172,6.84999990463257,6.84999990463257,0.0,2.42000007629395,0.790000021457672,3.29999995231628,0.0,62,30,200,823,3329,3329,823,200,30,62,0.0,3.29999995231628,0.790000021457672,2.42000007629395,9172,1.0,338.0,366.0,,,,,,
11,2016-04-23 00:00:00,7638,5.71000003814697,5.71000003814697,0.0,1.21000003814697,0.360000014305115,4.1399998664856,0.0,24,24,223,627,3152,3152,627,223,24,24,0.0,4.1399998664856,0.360000014305115,1.21000003814697,7638,1.0,384.0,402.0,,,,,,
12,2016-04-24 00:00:00,15764,11.7799997329712,11.7799997329712,0.0,7.65000009536743,2.15000009536743,1.98000001907349,0.0,210,65,141,425,4392,4392,425,141,65,210,0.0,1.98000001907349,2.15000009536743,7.65000009536743,15764,1.0,543.0,615.0,,,,,,
13,2016-04-25 00:00:00,6393,4.78000020980835,4.78000020980835,0.0,1.35000002384186,0.670000016689301,2.75999999046326,0.0,61,38,214,743,3374,3374,743,214,38,61,0.0,2.75999999046326,0.670000016689301,1.35000002384186,6393,1.0,421.0,461.0,,,,,,
14,2016-04-26 00:00:00,5325,3.98000001907349,3.98000001907349,0.0,0.850000023841858,0.649999976158142,2.47000002861023,0.0,38,32,181,759,3088,3088,759,181,32,38,0.0,2.47000002861023,0.649999976158142,0.850000023841858,5325,1.0,354.0,377.0,,,,,,
15,2016-04-27 00:00:00,6805,5.1399998664856,5.1399998664856,0.0,1.80999994277954,0.400000005960464,2.9300000667572,0.0,63,16,190,773,3294,3294,773,190,16,63,0.0,2.9300000667572,0.400000005960464,1.80999994277954,6805,1.0,424.0,452.0,,,,,,
16,2016-04-28 00:00:00,9841,7.42999982833862,7.42999982833862,0.0,3.25,1.16999995708466,3.00999999046326,0.0,99,51,141,692,3580,3580,692,141,51,99,0.0,3.00999999046326,1.16999995708466,3.25,9841,1.0,361.0,372.0,,,,,,
17,2016-04-29 00:00:00,7924,5.92000007629395,5.92000007629395,0.0,2.83999991416931,0.610000014305115,2.47000002861023,0.0,97,36,165,739,3544,3544,739,165,36,97,0.0,2.47000002861023,0.610000014305115,2.83999991416931,7924,1.0,459.0,485.0,,,,,,
18,2016-04-30 00:00:00,12363,9.23999977111816,9.23999977111816,0.0,5.82999992370605,0.790000021457672,2.60999989509583,0.0,207,45,163,621,4501,4501,621,163,45,207,0.0,2.60999989509583,0.790000021457672,5.82999992370605,12363,1.0,412.0,433.0,,,,,,
19,2016-05-01 00:00:00,13368,9.98999977111816,9.98999977111816,0.0,5.30999994277954,1.44000005722046,3.24000000953674,0.0,194,72,178,499,4546,4546,499,178,72,194,0.0,3.24000000953674,1.44000005722046,5.30999994277954,13368,1.0,379.0,398.0,,,,,,
