,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,3199,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046,10694,,,
1,2016-04-13 00:00:00,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,2902,1259,135,16,30,0.0,2.64000010490417,0.899999976158142,2.27999997138977,8001,,,
2,2016-04-14 00:00:00,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,3226,1125,252,58,5,0.0,5.09999990463257,2.55999994277954,0.360000014305115,11037,,,
3,2016-04-15 00:00:00,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,2750,1263,170,4,3,0.0,3.45000004768372,0.150000005960464,0.219999998807907,5263,,,
4,2016-04-16 00:00:00,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,3493,1135,212,42,51,0.0,5.09000015258789,1.87999999523163,4.09999990463257,15300,,,
5,2016-04-17 00:00:00,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,8757,,,
6,2016-04-18 00:00:00,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,2806,1271,121,33,15,0.0,2.45000004768372,1.66999995708466,1.07000005245209,7132,,,
7,2016-04-19 00:00:00,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,3300,1099,278,58,5,0.0,5.30000019073486,2.52999997138977,0.360000014305115,11256,,,
8,2016-04-20 00:00:00,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,2430,1315,125,0,0,0.0099999997764825,1.75999999046326,0.0,0.0,2436,,,
9,2016-04-21 00:00:00,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,2140,1402,38,0,0,0.0099999997764825,0.879999995231628,0.0,0.0,1223,,,
10,2016-04-22 00:00:00,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,2344,1354,86,0,0,0.0099999997764825,2.66000008583069,0.0,0.0,3673,,,
11,2016-04-23 00:00:00,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,2677,1265,160,15,0,0.0,4.25,0.579999983310699,0.0,6637,,,
12,2016-04-24 00:00:00,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,2413,1351,89,0,0,0.0,2.41000008583069,0.0,0.0,3321,,,
13,2016-04-25 00:00:00,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,2497,1337,94,1,8,0.0,1.95000004768372,0.0599999986588955,0.589999973773956,3580,,,
14,2016-04-26 00:00:00,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,3123,1165,223,41,11,0.0,4.69000005722046,1.72000002861023,0.800000011920929,9919,,,
15,2016-04-27 00:00:00,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,2489,1322,118,0,0,0.0,2.20000004768372,0.0,0.0,3032,,,
16,2016-04-28 00:00:00,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,3108,1157,227,53,3,0.0,4.30999994277954,2.3199999332428,0.200000002980232,9405,,,
17,2016-04-29 00:00:00,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,2498,1193,120,0,0,0.0,2.30999994277954,0.0,0.0,3176,1.0,119.0,127.0
18,2016-04-30 00:00:00,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,3846,816,402,71,9,0.0,9.46000003814697,3.14000010490417,0.629999995231628,18213,1.0,124.0,142.0
19,2016-05-01 00:00:00,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,2696,908,146,24,3,0.0,3.23000001907349,0.990000009536743,0.239999994635582,6132,,,
20,2016-05-02 00:00:00,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,2580,682,148,7,1,0.0,2.34999990463257,0.310000002384186,0.0700000002980232,3758,1.0,796.0,961.0
