,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
0,2016-04-12 00:00:00,10725,7.48999977111816,7.48999977111816,0.0,1.16999995708466,0.310000002384186,6.01000022888184,0.0,13,9,306,1112,2124,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,10725,,,
1,2016-04-13 00:00:00,7275,4.90000009536743,4.90000009536743,0.0,0.0,0.0,4.90000009536743,0.0,0,0,335,1105,2003,2003,1105,335,0,0,0.0,4.90000009536743,0.0,0.0,7275,,,
2,2016-04-14 00:00:00,3973,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,191,1249,1696,1696,1249,191,0,0,0.0,2.6800000667572,0.0,0.0,3973,,,
3,2016-04-15 00:00:00,5205,3.50999999046326,3.50999999046326,0.0,0.0,0.0,3.50999999046326,0.0,0,0,245,1195,1801,1801,1195,245,0,0,0.0,3.50999999046326,0.0,0.0,5205,,,
4,2016-04-16 00:00:00,5057,3.41000008583069,3.41000008583069,0.0,0.0,0.0,3.40000009536743,0.0,0,0,195,1245,1724,1724,1245,195,0,0,0.0,3.40000009536743,0.0,0.0,5057,,,
5,2016-04-17 00:00:00,6198,4.17999982833862,4.17999982833862,0.0,0.0,0.0,4.17999982833862,0.0,0,0,249,1191,1852,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,6198,,,
6,2016-04-18 00:00:00,6559,4.42000007629395,4.42000007629395,0.0,0.0,0.259999990463257,4.1399998664856,0.0,0,7,260,1173,1905,1905,1173,260,7,0,0.0,4.1399998664856,0.259999990463257,0.0,6559,,,
7,2016-04-19 00:00:00,5997,4.03999996185303,4.03999996185303,0.0,0.0,0.379999995231628,3.66000008583069,0.0,0,11,228,1201,1811,1811,1201,228,11,0,0.0,3.66000008583069,0.379999995231628,0.0,5997,,,
8,2016-04-20 00:00:00,7192,4.84999990463257,4.84999990463257,0.0,0.0,0.490000009536743,4.34000015258789,0.0,0,11,283,1146,1922,1922,1146,283,11,0,0.0,4.34000015258789,0.490000009536743,0.0,7192,,,
9,2016-04-21 00:00:00,3404,2.28999996185303,2.28999996185303,0.0,0.0599999986588955,0.419999986886978,1.80999994277954,0.0,1,10,127,1302,1610,1610,1302,127,10,1,0.0,1.80999994277954,0.419999986886978,0.0599999986588955,3404,,,
10,2016-04-22 00:00:00,5583,3.75999999046326,3.75999999046326,0.0,0.0,0.0,3.75999999046326,0.0,0,0,266,1174,1851,1851,1174,266,0,0,0.0,3.75999999046326,0.0,0.0,5583,,,
11,2016-04-23 00:00:00,5079,3.42000007629395,3.42000007629395,0.0,0.0,0.0,3.42000007629395,0.0,0,0,242,1129,1804,1804,1129,242,0,0,0.0,3.42000007629395,0.0,0.0,5079,1.0,61.0,69.0
12,2016-04-24 00:00:00,4165,2.80999994277954,2.80999994277954,0.0,0.0,0.0,2.79999995231628,0.0,0,0,204,1236,1725,1725,1236,204,0,0,0.0,2.79999995231628,0.0,0.0,4165,,,
13,2016-04-25 00:00:00,3588,2.42000007629395,2.42000007629395,0.0,0.230000004172325,0.200000002980232,1.99000000953674,0.0,3,5,152,1280,1654,1654,1280,152,5,3,0.0,1.99000000953674,0.200000002980232,0.230000004172325,3588,,,
14,2016-04-26 00:00:00,3409,2.29999995231628,2.29999995231628,0.0,0.0,0.0,2.29999995231628,0.0,0,0,147,1293,1632,1632,1293,147,0,0,0.0,2.29999995231628,0.0,0.0,3409,,,
15,2016-04-27 00:00:00,1715,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,82,1358,1481,1481,1358,82,0,0,0.0,1.1599999666214,0.0,0.0,1715,,,
16,2016-04-28 00:00:00,1532,1.02999997138977,1.02999997138977,0.0,0.0,0.0,1.02999997138977,0.0,0,0,76,1364,1473,1473,1364,76,0,0,0.0,1.02999997138977,0.0,0.0,1532,,,
17,2016-04-29 00:00:00,924,0.620000004768372,0.620000004768372,0.0,0.0,0.0,0.620000004768372,0.0,0,0,45,1395,1410,1410,1395,45,0,0,0.0,0.620000004768372,0.0,0.0,924,,,
18,2016-04-30 00:00:00,4571,3.07999992370605,3.07999992370605,0.0,0.0,0.0,3.0699999332428,0.0,0,0,234,1206,1779,1779,1206,234,0,0,0.0,3.0699999332428,0.0,0.0,4571,,,
19,2016-05-01 00:00:00,772,0.519999980926514,0.519999980926514,0.0,0.0,0.0,0.519999980926514,0.0,0,0,40,1400,1403,1403,1400,40,0,0,0.0,0.519999980926514,0.0,0.0,772,,,
20,2016-05-02 00:00:00,3634,2.45000004768372,2.45000004768372,0.0,0.360000014305115,0.209999993443489,1.87999999523163,0.0,5,6,123,1306,1613,1613,1306,123,6,5,0.0,1.87999999523163,0.209999993443489,0.360000014305115,3634,,,
21,2016-05-03 00:00:00,7443,5.01999998092651,5.01999998092651,0.0,1.49000000953674,0.370000004768372,3.16000008583069,0.0,20,10,206,1204,1878,1878,1204,206,10,20,0.0,3.16000008583069,0.370000004768372,1.49000000953674,7443,,,
22,2016-05-04 00:00:00,1201,0.810000002384186,0.810000002384186,0.0,0.0,0.0,0.810000002384186,0.0,0,0,52,1388,1426,1426,1388,52,0,0,0.0,0.810000002384186,0.0,0.0,1201,,,
23,2016-05-05 00:00:00,5202,3.50999999046326,3.50999999046326,0.0,0.0,0.389999985694885,3.10999989509583,0.0,0,11,223,1206,1780,1780,1206,223,11,0,0.0,3.10999989509583,0.389999985694885,0.0,5202,,,
24,2016-05-06 00:00:00,4878,3.28999996185303,3.28999996185303,0.0,0.0,0.0,3.28999996185303,0.0,0,0,204,1236,1742,1742,1236,204,0,0,0.0,3.28999996185303,0.0,0.0,4878,,,
25,2016-05-07 00:00:00,7379,4.96999979019165,4.96999979019165,0.0,0.0,0.0,4.96999979019165,0.0,0,0,319,1121,1972,1972,1121,319,0,0,0.0,4.96999979019165,0.0,0.0,7379,,,
26,2016-05-08 00:00:00,5161,3.48000001907349,3.48000001907349,0.0,0.0,0.0,3.47000002861023,0.0,0,0,247,1193,1821,1821,1193,247,0,0,0.0,3.47000002861023,0.0,0.0,5161,,,
27,2016-05-09 00:00:00,3090,2.07999992370605,2.07999992370605,0.0,0.0,0.0,2.07999992370605,0.0,0,0,145,1295,1630,1630,1295,145,0,0,0.0,2.07999992370605,0.0,0.0,3090,,,
28,2016-05-10 00:00:00,6227,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.19999980926514,0.0,0,0,290,1150,1899,1899,1150,290,0,0,0.0,4.19999980926514,0.0,0.0,6227,,,
29,2016-05-11 00:00:00,6424,4.32999992370605,4.32999992370605,0.0,0.0,0.0,4.32999992370605,0.0,0,0,300,1140,1903,1903,1140,300,0,0,0.0,4.32999992370605,0.0,0.0,6424,,,
30,2016-05-12 00:00:00,2661,1.78999996185303,1.78999996185303,0.0,0.0,0.0,1.78999996185303,0.0,0,0,128,830,1125,1125,830,128,0,0,0.0,1.78999996185303,0.0,0.0,2661,,,
